,belongs_to_collection,id,title,vote_average,vote_count
33789,{},81460.0,Hindsight,6.5,19.0
33790,{},32173.0,Bunshinsaba: Ouija Board,5.5,24.0
33791,{},28366.0,House of Fury,6.5,25.0
33792,{},129850.0,The Bullet Vanishes,6.0,21.0
33793,{},121491.0,Deranged,6.5,24.0
33794,{},31714.0,Private Eye,6.6,13.0
33795,{},55758.0,Midnight FM,6.9,36.0
33796,{},324017.0,The Master,0.0,0.0
33797,{},25626.0,The Founding of a Republic,4.9,14.0
33798,{},206.0,Paradise Found,6.8,6.0
33799,{},258947.0,Deadly Virtues: Love. Honour. Obey.,4.9,13.0
33800,{},18638.0,Faith of My Fathers,6.2,7.0
33801,{},253775.0,The Devil's Path,5.8,8.0
33802,Crows Collection,253451.0,Crows Explode,6.0,12.0
33803,{},246205.0,Control,5.6,9.0
33804,{},136842.0,Amarilly of Clothes-Line Alley,5.5,4.0
33805,{},211005.0,"Sex, Drugs & Taxation",6.1,14.0
33806,{},299400.0,Santa Claws,3.8,5.0
33807,{},335866.0,Circle,6.0,342.0
33808,{},12828.0,No. 2,6.5,2.0
33809,Osobennosti Natsionalnoy ... - Collection,56549.0,Operation 'Happy New Year'!,5.0,2.0
33810,{},50458.0,Yoga,5.2,11.0
33811,{},75931.0,The Cat,6.2,23.0
33812,{},124294.0,R2B: Return to Base,5.8,27.0
33813,{},284063.0,Mourning Grave,6.5,14.0
33814,{},70131.0,Cruel Winter Blues,6.8,10.0
33815,{},16313.0,Coming Soon,5.8,26.0
33816,{},68252.0,Haunters,6.2,21.0
33817,{},32272.0,Death Bell,6.6,37.0
33818,{},81242.0,The Client,6.4,21.0
33819,{},38604.0,Kamui,5.8,12.0
33820,{},26010.0,Legendary Assassin,6.2,24.0
33821,{},264273.0,Broken,6.6,15.0
33822,{},21792.0,The Ghost,6.2,21.0
33823,{},77175.0,Quick,6.3,20.0
33824,{},204053.0,The Brain Man,5.9,18.0
33825,{},35851.0,Runaway,6.8,10.0
33826,{},96664.0,Nightfall,6.5,21.0
33827,{},5846.0,Sky High,6.6,14.0
33828,{},195276.0,Montage,7.2,48.0
33829,{},56790.0,The Doll Master,5.9,21.0
33830,{},86279.0,Fakta Ladh Mhana,8.3,3.0
33831,Overheard Collection,24889.0,Overheard,6.3,26.0
33832,{},204553.0,Cold Eyes,7.2,59.0
33833,{},45089.0,Blood Rain,6.7,11.0
33834,{},23609.0,Guns & Talks,7.0,17.0
33835,Cold War Collection,137409.0,Cold War,6.4,48.0
33836,{},352128.0,The Dead Zone,7.7,7.0
33837,{},90147.0,Life Without Principle,6.2,18.0
33838,{},208429.0,Platinum Data,5.3,11.0
33839,{},194872.0,Running Man,5.9,12.0
33840,{},14561.0,Comeback Season,6.1,9.0
33841,{},116227.0,Howling,5.9,33.0
33842,{},72650.0,Punished,5.8,10.0
33843,{},32159.0,Bloody Tie,6.2,13.0
33844,{},108972.0,Helpless,7.0,22.0
33845,{},58679.0,"The Butcher, the Chef, and the Swordsman",5.0,10.0
33846,{},28917.0,Familiar Strangers,6.5,6.0
33847,{},24037.0,Open City,6.8,12.0
33848,{},34777.0,King of Triads,4.6,10.0
33849,{},50210.0,Man of Vendetta,6.0,12.0
33850,{},204260.0,Killer Toon,6.9,23.0
33851,{},25124.0,Kung Fu Chefs,4.7,13.0
33852,{},132957.0,Don't Click,4.8,17.0
33853,{},42380.0,Gallants,6.6,11.0
33854,{},10265.0,Seoul Raiders,6.4,11.0
33855,{},117506.0,Motorway,5.6,30.0
33856,{},199584.0,"Secretly, Greatly",7.0,53.0
33857,{},32164.0,Divergence,6.8,11.0
33858,{},72074.0,Murderer,6.3,8.0
33859,{},52441.0,Parallel Life,6.3,9.0
33860,{},257568.0,Days of Wrath,6.6,7.0
33861,Overheard Collection,74639.0,Overheard 2,5.9,22.0
33862,Overheard Collection,262137.0,Overheard 3,6.6,15.0
33863,{},33106.0,Silver Medalist,7.4,13.0
33864,{},49095.0,Eye For An Eye,6.4,9.0
33865,{},40025.0,Black Ransom,6.1,18.0
33866,Umizaru Collection,162006.0,Brave Hearts: Umizaru,5.8,8.0
33867,{},37502.0,Heaven's Soldiers,6.2,7.0
33868,Running Out Of Time Collection,45303.0,Running Out of Time 2,5.8,13.0
33869,{},127849.0,Double Tap,6.4,10.0
33870,{},45407.0,Spy Girl,7.0,8.0
33871,{},194523.0,Blind Detective,6.3,38.0
33872,{},328869.0,Meadowland,6.4,42.0
33873,{},250671.0,Watchers of the Sky,5.1,4.0
33874,{},324253.0,All Things Must Pass,7.0,33.0
33875,{},257445.0,Goosebumps,6.2,1022.0
33876,{},334682.0,A Ballerina's Tale,6.0,18.0
33877,{},343843.0,Northern Limit Line,5.7,11.0
33878,{},340753.0,Sunset Edge,0.0,0.0
33879,{},330127.0,Back in Time,6.1,116.0
33880,{},329829.0,The Girl King,6.4,37.0
33881,{},320146.0,Creative Control,5.4,26.0
33882,{},254155.0,Sweet Alibis,6.0,1.0
33883,{},280612.0,Genome Hazard,7.2,11.0
33884,{},40122.0,Gangster High,6.2,13.0
33885,{},335640.0,The Deal,5.7,10.0
33886,{},364153.0,Zombie Ninjas vs Black Ops,0.0,0.0
33887,{},157422.0,The Wicked Within,4.2,26.0
33888,{},90800.0,Hi-De-Ho,6.0,1.0
33889,{},226354.0,The Christmas Candle,5.8,8.0
33890,{},329712.0,The Measure of a Man,6.2,107.0
33891,{},358912.0,A Month of Sundays,6.0,4.0
33892,{},264401.0,Gloria,6.2,14.0
33893,Trilogy Marseillaise,200645.0,Marius,6.2,31.0
33894,Ostwind Filmreihe,233639.0,Windstorm,7.1,60.0
33895,Blondie Collection,3936.0,Blondie Has Servant Trouble,7.7,3.0
33896,{},281826.0,Algorithm,5.4,10.0
33897,{},113377.0,Freedom Riders,5.0,1.0
33898,{},19553.0,Lifepod,4.9,7.0
33899,{},67499.0,My Grandpa the Bankrobber,6.5,2.0
33900,{},134812.0,Wither,5.5,19.0
33901,{},128140.0,No Place on Earth,7.5,10.0
33902,{},141520.0,Rita's Last Fairy Tale,7.4,8.0
33903,{},53416.0,The Floorwalker,6.3,21.0
33904,{},335392.0,Religion In Crisis,6.3,6.0
33905,{},21459.0,Chupke Chupke,7.5,10.0
33906,{},263471.0,I,6.8,27.0
33907,{},13707.0,The Vagabond,6.3,25.0
33908,{},8415.0,Gunhed,5.5,4.0
33909,{},2079.0,The Count,6.1,13.0
33910,{},2078.0,The Pawnshop,6.4,17.0
33911,{},290762.0,Miss You Already,7.3,232.0
33912,{},339060.0,The Cokeville Miracle,4.5,20.0
33913,Tales From The Dark Collection,222832.0,Tales From The Dark 2,5.7,6.0
33914,{},68335.0,Now & Later,4.7,12.0
33915,{},47761.0,The Witches of Oz,4.3,17.0
33916,{},306969.0,Dark Summer,4.1,34.0
33917,{},51270.0,The Shift,6.3,4.0
33918,{},345323.0,Unity,8.4,10.0
33919,{},304372.0,The Perfect Guy,5.6,162.0
33920,{},253414.0,Rock the Kasbah,5.2,102.0
33921,{},56132.0,The Mafu Cage,6.0,2.0
33922,{},151069.0,Whiskey School,0.0,0.0
33923,{},44287.0,Lost Junction,5.3,2.0
33924,{},84071.0,Night Game,3.6,8.0
33925,{},35128.0,Edge of Fury,5.3,3.0
33926,{},218784.0,Freaks of Nature,5.7,146.0
33927,{},354150.0,unINDIAN,5.8,5.0
33928,{},334924.0,The Treasure,7.3,14.0
33929,{},102901.0,Sighs of Spain,0.0,0.0
33930,{},97274.0,Milton Glaser: To Inform & Delight,6.8,2.0
33931,{},326058.0,Housekeeping,7.0,1.0
33932,{},262169.0,Gravy,5.9,21.0
33933,{},89116.0,The Professor and His Beloved Equation,6.8,6.0
33934,{},363805.0,Bikini Model Academy,4.0,5.0
33935,{},322850.0,Badge of Honor,5.5,10.0
33936,{},309919.0,The Curse of Downers Grove,4.3,25.0
33937,{},305044.0,Freetown,6.5,4.0
33938,{},346808.0,Momentum,5.9,168.0
33939,{},306964.0,Tales of Halloween,5.4,115.0
33940,{},361050.0,Death Valley,4.0,3.0
33941,{},26130.0,Summer Time Machine Blues,6.9,11.0
33942,{},125232.0,The Ball at the Anjo House,5.0,1.0
33943,{},345519.0,The Day the '60s Died,7.5,2.0
33944,{},106629.0,"Alfie, the Little Werewolf",5.3,6.0
33945,{},323370.0,The Diabolical,4.3,75.0
33946,{},319993.0,Aferim!,7.5,28.0
33947,{},51935.0,House of Boys,5.3,10.0
33948,{},64551.0,The Soldier and the Lady,0.0,0.0
33949,{},128848.0,A Time For Dying,6.5,2.0
33950,{},149895.0,The Red Ball Express,6.0,1.0
33951,{},125666.0,Killer Shark,5.0,1.0
33952,{},30015.0,Behind Locked Doors,6.0,3.0
33953,{},61431.0,Assigned to Danger,5.0,1.0
33954,{},26849.0,The Missing Juror,6.0,2.0
33955,{},3578.0,The Tunnel,6.5,2.0
33956,{},223655.0,The Beloved Vagabond,0.0,0.0
33957,{},114081.0,The Blue Veil,6.5,2.0
33958,{},246013.0,War Story,4.7,8.0
33959,{},260886.0,Could It Happen Here?,0.0,0.0
33960,{},45555.0,God's Angry Man,5.0,4.0
33961,{},176143.0,Behind the Rising Sun,6.0,2.0
33962,{},106826.0,Pillow to Post,6.5,3.0
33963,{},149180.0,Taste of Vengeance,0.0,0.0
33964,{},146787.0,Overrun!,6.5,2.0
33965,{},151732.0,Alleluja & Sartana Are Sons... Sons of God,0.0,0.0
33966,{},332757.0,A Virgin in the Family,0.0,0.0
33967,{},157779.0,Skin 'em Alive,0.0,0.0
33968,{},167874.0,Rolf,5.0,2.0
33969,{},362439.0,They Found Hell,5.1,22.0
33970,{},104954.0,"Anna: the Pleasure, the Torment",5.3,3.0
33971,{},29257.0,Under the Gun,6.3,3.0
33972,{},18447.0,The Young Land,7.0,2.0
33973,{},321303.0,1944,6.8,32.0
33974,{},144580.0,Double Bang,4.1,4.0
33975,{},87022.0,Taking Chances,7.3,3.0
33976,{},99708.0,Pope John Paul II,4.8,4.0
33977,{},109894.0,Hide Away,4.7,5.0
33978,{},50086.0,Nymph,6.9,7.0
33979,{},21954.0,Sex Pot,2.7,16.0
33980,{},41311.0,El analfabeto,5.2,3.0
33981,{},40933.0,El bolero de Raquel,5.5,9.0
33982,{},59333.0,Official Rejection,2.5,2.0
33983,{},191562.0,Go Goa Gone,5.9,28.0
33984,{},146933.0,The Wannabes,0.0,0.0
33985,{},221800.0,Money for Nothing: Inside the Federal Reserve,6.7,7.0
33986,{},72664.0,The Vultures,6.2,13.0
33987,{},28416.0,Forest of the Damned,2.5,6.0
33988,{},292035.0,Aanmodderfakker,6.4,12.0
33989,{},172396.0,The Collectors,4.0,2.0
33990,{},76040.0,9/11: The Falling Man,7.3,5.0
33991,{},160106.0,Škola princů,7.0,1.0
33992,{},798.0,Pünktchen und Anton,6.0,2.0
33993,{},356161.0,Phantom Boy,7.4,9.0
33994,{},336811.0,Les Cowboys,6.3,38.0
33995,{},62616.0,Alive,4.6,5.0
33996,{},364781.0,Master and Tatyana,9.0,1.0
33997,{},146404.0,The Best of Men,6.7,9.0
33998,{},258656.0,The Sixth Face of the Pentagon,6.0,3.0
33999,{},284841.0,E-clip-se,5.3,3.0
34000,{},294963.0,Bone Tomahawk,6.6,511.0
34001,Paranormal Activity Collection,146301.0,Paranormal Activity: The Ghost Dimension,5.0,435.0
34002,{},363413.0,Pyaar Ka Punchnama 2,7.7,14.0
34003,{},70530.0,A Chinese Ghost Story,5.5,13.0
34004,{},70656.0,Imagination,0.0,0.0
34005,{},228221.0,The Edge of Dreaming,5.0,1.0
34006,{},1899.0,The Chinese Botanist's Daughters,6.2,16.0
34007,{},218296.0,The Secret Life of Plants,8.0,1.0
34008,{},28068.0,The Loreley's Grasp,5.1,7.0
34009,{},28072.0,Demon Witch Child,0.0,0.0
34010,{},77642.0,Night of the Sorcerers,0.0,0.0
34011,The Blind Dead Collection,28071.0,Night of the Seagulls,5.5,8.0
34012,{},131815.0,The Sea Serpent,0.0,0.0
34013,{},64624.0,The House That Screamed,7.0,13.0
34014,{},339669.0,Blinky Bill the Movie,5.0,6.0
34015,{},289820.0,N: The Madness Of Reason,7.5,2.0
34016,{},339312.0,A Nightingale Falling,6.8,3.0
34017,{},266639.0,Jem and the Holograms,5.4,132.0
34018,{},293646.0,The 33,6.0,386.0
34019,{},314400.0,Blood of My Blood,5.8,13.0
34020,{},334991.0,Journey to the Shore,6.7,13.0
34021,{},253273.0,Patrick's Day,7.0,2.0
34022,{},48615.0,Devotion,5.5,2.0
34023,{},284343.0,Self Made,5.0,1.0
34024,{},35724.0,The Genius Club,2.5,2.0
34025,{},93178.0,Peak: The Rescuers,4.7,3.0
34026,{},84094.0,Railways,0.0,0.0
34027,{},84942.0,The Watermen,3.3,14.0
34028,{},56623.0,Ao: The Last Hunter,6.5,16.0
34029,{},264978.0,Homeland,5.0,1.0
34030,{},216539.0,Ghost Shark,4.2,33.0
34031,{},184219.0,Pee Mak Phrakanong,7.3,37.0
34032,{},257253.0,Le Rossignol,0.0,0.0
34033,{},356296.0,Suburra,7.4,296.0
34034,{},355178.0,Amy Schumer: Live at the Apollo,6.9,22.0
34035,{},325302.0,They Look Like People,6.1,53.0
34036,{},46526.0,The Christmas Card,4.5,6.0
34037,{},49216.0,Big Bird in China,8.0,1.0
34038,{},59095.0,Revelation,2.9,9.0
34039,{},329020.0,Extraordinary Tales,6.1,29.0
34040,Snow Queen Collection,292014.0,The Snow Queen 2: Refreeze,5.3,20.0
34041,{},285387.0,Colt 45,5.5,63.0
34042,{},339362.0,SuperBob,5.7,25.0
34043,The Bible Collection,2734.0,David,8.2,11.0
34044,{},51083.0,Word of Honor,7.0,1.0
34045,{},301846.0,Howl,5.0,133.0
34046,{},361380.0,Barbie & Her Sisters in the Great Puppy Adventure,5.9,16.0
34047,{},74474.0,Varian's War,5.5,2.0
34048,{},58207.0,If Tomorrow Comes,6.5,6.0
34049,{},32286.0,From Mexico With Love,9.0,1.0
34050,{},288129.0,Liz in September,6.6,5.0
34051,{},273896.0,Losing Ground,7.3,4.0
34052,{},32329.0,Looking for Langston,5.0,1.0
34053,The Magick Lantern Cycle,44296.0,Fireworks,6.1,11.0
34054,{},75886.0,Pedro,8.0,1.0
34055,{},67810.0,Hard,5.5,2.0
34056,{},337473.0,Sugar Coated,7.4,9.0
34057,{},53689.0,Monopol,5.6,4.0
34058,{},314462.0,Silsile,5.5,2.0
34059,{},77241.0,Bir Avuç Deniz,0.0,0.0
34060,{},52183.0,Gecenin Kanatları,3.3,3.0
34061,{},239534.0,Beni Unutma,0.0,0.0
34062,{},236317.0,Benim Dünyam,7.9,16.0
34063,{},171160.0,The Butterfly's Dream,7.6,18.0
34064,{},254172.0,Fathers and Daughters,7.2,262.0
34065,{},347754.0,Curve,4.5,72.0
34066,{},55249.0,Night At The Golden Eagle,5.0,4.0
34067,K-9 Collection,47354.0,K-9: P.I.,5.6,35.0
34068,{},298382.0,The Dressmaker,6.9,419.0
34069,{},80660.0,The Perfect Husband,4.0,3.0
34070,{},22672.0,Sharpshooter,4.5,11.0
34071,Half Past Dead Collection,13721.0,Half Past Dead 2,5.6,9.0
34072,{},28314.0,Ripper: Letter from Hell,5.0,10.0
34073,{},32428.0,Lonesome Ghosts,6.1,17.0
34074,{},109298.0,The Big Bad Wolf,6.3,10.0
34075,{},132714.0,Gulliver Mickey,5.4,7.0
34076,{},67790.0,Ye Olden Days,4.6,8.0
34077,{},81338.0,Mickey's Good Deed,5.8,10.0
34078,{},80928.0,Babes in the Woods,5.9,7.0
34079,{},106112.0,Flowers and Trees,6.9,16.0
34080,{},134360.0,Mickey's Orphans,4.8,6.0
34081,{},109329.0,Three Little Wolves,7.3,10.0
34082,{},58160.0,Little Hiawatha,6.1,7.0
34083,{},66997.0,Magician Mickey,6.4,8.0
34084,{},66819.0,Alpine Climbers,5.3,9.0
34085,{},67661.0,Thru the Mirror,5.9,11.0
34086,{},67113.0,Mickey's Polo Team,8.0,7.0
34087,{},67626.0,Three Orphan Kittens,6.8,12.0
34088,{},67162.0,Pluto's Judgement Day,6.3,9.0
34089,{},109323.0,Who Killed Cock Robin?,7.3,5.0
34090,{},54509.0,The Flying Mouse,3.9,7.0
34091,{},101806.0,The Mad Doctor,7.5,12.0
34092,{},161836.0,Building a Building,6.2,6.0
34093,{},20432.0,The Forgotten Ones,3.8,17.0
34094,{},120615.0,Arena,4.7,3.0
34095,Balto Collection,34942.0,Balto III: Wings of Change,6.6,71.0
34096,{},44224.0,Bear,3.5,4.0
34097,{},36153.0,Bigfoot,5.1,7.0
34098,{},92804.0,Bigfoot,3.2,5.0
34099,{},69058.0,Crescendo,5.7,5.0
34100,{},115738.0,Million Dollar Crocodile,5.0,11.0
34101,{},271665.0,Deep in the Darkness,4.7,29.0
34102,{},98557.0,Dysfunctional Friends,5.0,4.0
34103,{},129175.0,Films of Fury: The Kung Fu Movie Movie,5.9,6.0
34104,{},92819.0,Give Us This Day,6.4,5.0
34105,{},118427.0,Mommy,0.0,0.0
34106,{},87148.0,Monster Dog,4.6,4.0
34107,{},49347.0,Needle,4.9,18.0
34108,{},291343.0,Nowitzki: The Perfect Shot,6.8,25.0
34109,{},41656.0,Octopus,3.5,16.0
34110,{},296025.0,Safelight,6.3,35.0
34111,{},53310.0,Sci-fighters,4.5,3.0
34112,{},45147.0,Strictly Business,5.6,7.0
34113,Chinese Boxer Collection,62762.0,The Chinese Boxer,6.9,8.0
34114,{},44135.0,The Diplomat,3.4,4.0
34115,{},287636.0,The Sound And The Fury,4.4,6.0
34116,{},117435.0,The Trail of '98,5.0,1.0
34117,{},5881.0,Twice Upon a Time,7.8,4.0
34118,{},55240.0,Uncertain Glory,5.8,4.0
34119,{},4893.0,Where the Spies Are,4.3,2.0
34120,{},291540.0,Why Horror?,6.5,6.0
34121,{},228294.0,Now Add Honey,5.3,9.0
34122,{},111398.0,Yearning,8.2,6.0
34123,{},31686.0,Balibo,6.7,15.0
34124,{},30879.0,Body Count,5.0,3.0
34125,{},81772.0,The Concorde Affair,7.5,7.0
34126,{},314443.0,The Crow's Nest,0.0,0.0
34127,{},298653.0,Berkshire County,5.3,26.0
34128,Johan Falk GSI Collection,135659.0,Johan Falk: De 107 patrioterna,6.8,10.0
34129,{},71147.0,The Triangle,3.1,9.0
34130,Department Q series,254201.0,The Absent One,7.0,153.0
34131,{},365491.0,Forever,6.1,6.0
34132,{},113329.0,Artificial Paradises,6.6,39.0
34133,{},28061.0,Lust of the Vampire,6.8,13.0
34134,{},88266.0,Erik the Conqueror,5.3,5.0
34135,{},5484.0,Four Times That Night,5.4,4.0
34136,{},262871.0,The House of Exorcism,4.5,2.0
34137,{},66087.0,Knives of the Avenger,5.5,3.0
34138,{},129627.0,Gunman Called Nebraska,5.0,1.0
34139,{},117567.0,The Road to Fort Alamo,5.3,2.0
34140,{},113782.0,One Night at Dinner,6.5,2.0
34141,{},294016.0,Trumbo,7.3,507.0
34142,{},324178.0,Panic Button,4.5,2.0
34143,{},121329.0,Two Sons of Ringo,5.3,2.0
34144,{},96368.0,The Moment to Kill,5.5,2.0
34145,{},129847.0,Deep West,5.0,2.0
34146,{},129851.0,A Bullet for a Stranger,5.0,1.0
34147,{},156988.0,The Return of Halleluja,0.0,0.0
34148,{},156995.0,"Holy God, Here Comes the Passatore!",0.0,0.0
34149,{},146970.0,In the West There Was a Man Named Invincible,8.0,1.0
34150,{},157724.0,The Crazy Bunch,0.0,0.0
34151,{},179178.0,Poker In Bed,5.0,4.0
34152,{},115042.0,Exterminators of the Year 3000,6.0,2.0
34153,All Hallow's Eve Collection,231001.0,All Hallows' Eve,4.8,50.0
34154,{},341201.0,Great Transport,10.0,2.0
34155,{},140648.0,City on Fire,7.0,5.0
34156,{},57578.0,The Greek Tycoon,6.7,11.0
34157,{},77860.0,The Comedy Man,0.0,0.0
34158,{},26040.0,Haze,6.4,26.0
34159,{},56195.0,Billboard Dad,5.4,28.0
34160,{},34729.0,Our Lips Are Sealed,5.6,61.0
34161,{},44899.0,The Challenge,5.8,48.0
34162,{},51485.0,Delhi Safari,5.1,6.0
34163,{},18017.0,Yolngu Boy,6.0,3.0
34164,{},353148.0,The Land of Smiles,8.0,1.0
34165,{},277541.0,Foodies,5.8,4.0
34166,{},238781.0,24 Days,6.7,25.0
34167,{},247720.0,Ghosts of Ole Miss,7.0,3.0
34168,{},20323.0,Long Weekend,5.4,38.0
34169,The Prostitute Trilogy,60278.0,Hollywood Hong Kong,7.2,6.0
34170,{},352157.0,Marguerite,6.4,100.0
34171,{},111170.0,Rubberneck,5.5,6.0
34172,Lake Placid Collection,17038.0,Lake Placid 2,4.0,22.0
34173,Lake Placid Collection,44037.0,Lake Placid 3,4.2,34.0
34174,Lake Placid Collection,135309.0,Lake Placid: The Final Chapter,4.2,38.0
34175,{},79506.0,Getting Away with It the Italian Way,0.0,0.0
34176,{},107081.0,I due della legione,0.0,0.0
34177,{},81654.0,The Strange Type,8.0,1.0
34178,{},40141.0,Massacre Time,5.1,10.0
34179,{},30552.0,The Eroticist,6.2,5.0
34180,{},30872.0,The Devil's Honey,4.5,2.0
34181,{},40461.0,Aenigma,5.3,6.0
34182,{},47453.0,Sodoma's Ghost,3.6,5.0
34183,{},40145.0,Murder-Rock: Dancing Death,6.0,8.0
34184,{},28848.0,Touch of Death,5.3,8.0
34185,{},27703.0,The Psychic,7.1,34.0
34186,{},42326.0,They Died with Their Boots On,8.5,2.0
34187,{},28847.0,Demonia,4.8,8.0
34188,{},287493.0,Kabukicho Love Hotel,6.4,11.0
34189,{},273096.0,My Man,6.8,5.0
34190,{},217085.0,Night Slaves,6.7,3.0
34191,{},293476.0,La buca,4.8,6.0
34192,{},31973.0,Soldier of God,5.0,1.0
34193,{},339077.0,Lovemilla,5.0,1.0
34194,{},280957.0,"Teodora, Slave Empress",5.0,1.0
34195,{},157174.0,Samson and the Seven Miracles of the World,5.5,1.0
34196,{},76833.0,The Witch's Curse,5.0,1.0
34197,{},133941.0,Double Face,7.0,2.0
34198,{},4419.0,Les Misérables,0.0,0.0
34199,{},135385.0,Django Kills Softly,5.0,2.0
34200,{},296491.0,3 Avengers,0.0,0.0
34201,{},70864.0,The Day the Sky Exploded,4.2,6.0
34202,{},44444.0,Werewolf In A Girls' Dormitory,5.0,9.0
34203,{},74836.0,Idaho Transfer,5.3,4.0
34204,{},241070.0,Divorce Corp.,7.9,5.0
34205,{},74944.0,War of the Buttons,5.9,97.0
34206,{},74945.0,War of the Buttons,5.8,119.0
34207,{},335872.0,Killer Crush,4.3,3.0
34208,{},366045.0,Reluctant Witness,6.0,2.0
34209,{},253257.0,I Believe in Unicorns,4.0,4.0
34210,{},81644.0,Letters from the Big Man,7.0,2.0
34211,{},56663.0,Paul McCartney Really Is Dead: The Last Testament of George Harrison,4.7,7.0
34212,{},268788.0,Witch Hunt,2.8,5.0
34213,{},222581.0,Five Thirteen,4.3,4.0
34214,{},318914.0,The Grief of Others,7.2,5.0
34215,{},113255.0,Huie's Sermon,6.0,1.0
34216,{},36880.0,Wodaabe: Herdsmen of the Sun,8.0,5.0
34217,{},139945.0,The Dark Glow of the Mountain,7.5,6.0
34218,{},97632.0,American Warships,2.8,30.0
34219,{},258075.0,Cruel & Unusual,6.4,10.0
34220,{},310126.0,"Il ricco, il povero e il maggiordomo",5.6,178.0
34221,{},37055.0,Elephant,6.8,18.0
34222,{},107596.0,Halloween with the New Addams Family,5.3,3.0
34223,{},79329.0,Treevenge,7.0,19.0
34224,Wolf Warriors Collection,335462.0,Wolf Warrior,5.8,29.0
34225,{},342786.0,Rubble Kings,7.1,8.0
34226,{},110261.0,The Seven Magnificent Gladiators,1.0,1.0
34227,Black Emanuelle Collection,45233.0,Women's Prison Massacre,4.1,9.0
34228,{},83223.0,Rats: Night of Terror,5.3,22.0
34229,{},86251.0,Strike Commando,5.6,6.0
34230,{},66664.0,Shocking Dark,5.6,8.0
34231,{},84060.0,Cruel Jaws,3.7,12.0
34232,{},105989.0,Zombies: The Beginning,6.0,2.0
34233,{},35953.0,Land of Death,6.0,1.0
34234,{},105866.0,Libidomania,0.0,0.0
34235,{},124393.0,The Other Hell,3.7,3.0
34236,{},158598.0,"Armida, the drama of a bride",0.0,0.0
34237,{},40084.0,Caligula and Messalina,2.2,5.0
34238,{},321741.0,Concussion,7.0,844.0
34239,{},321039.0,The Phoenix Incident,5.0,23.0
34240,{},148451.0,Committed,0.0,0.0
34241,{},267389.0,Der Rest ist Schweigen,5.0,1.0
34242,{},37216.0,Blind Date,6.6,5.0
34243,{},139609.0,Les quatre vérités,4.0,1.0
34244,{},198820.0,The Uninhibited,6.5,2.0
34245,{},79921.0,Special Section,5.1,6.0
34246,{},85442.0,To Catch a Spy,8.0,2.0
34247,{},213556.0,To Russia... With Elton,0.0,0.0
34248,{},353345.0,The Exorcism of Molly Hartley,4.9,88.0
34249,{},114184.0,Seven Days Somewhere Else,0.0,0.0
34250,{},68756.0,Comrades,0.0,0.0
34251,{},271331.0,United Passions,3.0,16.0
34252,{},315256.0,Terror,0.0,0.0
34253,Detective K Collection,64931.0,Detective K: Secret of the Virtuous Widow,7.3,11.0
34254,{},18492.0,Killer Tattoo,5.0,2.0
34255,{},27875.0,Yaji and Kita: The Midnight Pilgrims,0.0,0.0
34256,{},125148.0,Young Policemen in Love,0.0,0.0
34257,{},227973.0,The Peanuts Movie,6.5,608.0
34258,{},278393.0,Varsham,6.7,6.0
34259,{},134477.0,Sandesham,8.8,5.0
34260,{},53368.0,Making a Living,5.9,12.0
34261,{},297023.0,The Lies of the Victors,4.6,7.0
34262,{},64015.0,An Autumn's Tale,7.4,9.0
34263,{},363157.0,Just Once More,0.0,0.0
34264,Bloodsport Collection,36693.0,Bloodsport: The Dark Kumite,3.9,15.0
34265,{},20863.0,King of the Gypsies,6.0,4.0
34266,{},120478.0,The Haunting of Whaley House,3.9,17.0
34267,{},8556.0,Am I Beautiful?,7.7,3.0
34268,{},224815.0,Skinwalker Ranch,5.0,47.0
34269,{},118576.0,The Devil's Needle,7.0,1.0
34270,{},118580.0,Children of Eve,0.0,0.0
34271,{},56332.0,Jack Frusciante è uscito dal gruppo,5.9,30.0
34272,{},236368.0,Song 'e napule,6.4,23.0
34273,{},21753.0,Everything You Want,3.3,6.0
34274,{},33446.0,The Sun King,6.3,6.0
34275,{},39016.0,Living It Up,7.8,4.0
34276,{},320061.0,Batkid Begins,6.4,14.0
34277,{},37615.0,Cover Up,6.1,4.0
34278,{},27939.0,The House That Swift Built,4.6,4.0
34279,{},27940.0,Formula of Love,7.5,11.0
34280,{},87897.0,Homebodies,7.3,3.0
34281,{},208783.0,"Poor, Poor Pavel",1.0,1.0
34282,{},211928.0,The Last Inch,5.0,2.0
34283,{},64042.0,D'Artagnan and Three Musketeers,8.6,5.0
34284,Major Korenev Trilogy,41955.0,Antikiller,4.8,5.0
34285,{},38362.0,High Rollers,7.6,22.0
34286,{},68192.0,Cabbages and Kings,7.0,1.0
34287,{},139579.0,Little Tragedies,6.3,5.0
34288,{},56007.0,Looking For Lola,5.0,1.0
34289,{},279543.0,Elder Sister,6.5,2.0
34290,{},65107.0,The Elder Son,5.2,5.0
34291,{},33627.0,OceanWorld 3D,5.3,6.0
34292,{},65264.0,Once Upon a Time Twenty Years Later,4.5,2.0
34293,{},45227.0,A Man from Boulevard des Capucines,7.0,11.0
34294,{},84254.0,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,7.5,21.0
34295,{},42651.0,Cinderella,4.8,5.0
34296,{},48676.0,The First Teacher,5.0,3.0
34297,{},94696.0,Four Winds of Heaven,5.0,2.0
34298,{},65089.0,31st of June,4.3,3.0
34299,{},27925.0,Tears Were Falling,3.1,4.0
34300,{},65123.0,Three Men in a Boat,6.0,8.0
