,crew,title,release_date,return,budget,revenue
42424,Michael Ryan Hahn,Enemy Empire,2013-12-27,0.0,0,0
42425,Ray Manzarek,The Doors - Live at the Bowl '68,2012-10-22,0.0,0,0
42426,,The Spike Jones Story,1988-01-01,0.0,0,0
42427,Derek May,Zappa Plays Zappa,2007-10-05,0.0,0,0
42428,Jeannot Szwarc,La vengeance d'une blonde,1994-01-26,0.0,0,0
42429,Tim Kirkman,Lazy Eye,2016-11-11,0.0,0,0
42430,Akiva Schaffer,"Michael Bolton's Big, Sexy Valentine's Day Special",2017-02-07,0.0,0,0
42431,Ryan Sage,Temps,2016-04-05,0.0,0,0
42432,Markus Sehr,Eine Insel namens Udo,2011-06-16,0.0,0,0
42433,Enzo D'Alò,Lucky and Zorba,1998-12-22,0.0,0,0
42434,Fabio Guaglione,Mine,2016-10-06,0.0,0,0
42435,Emmanuel Finkiel,A Decent Man,2016-02-24,0.0,0,0
42436,fraser Watson,Third Guest,2016-08-30,0.0,0,0
42437,Ilya Motyleff,The Cantor's Son,1937-12-26,0.0,0,0
42438,Tom Green,The Tom Green Subway Monkey Hour,2002-03-24,0.0,0,0
42439,David Cánovas,The Tip of the Iceberg,2016-11-03,0.0,0,0
42440,Reginald Le Borg,Deadly Duo,1962-02-01,0.0,0,0
42441,Evan Oppenheimer,Lost in Florence,2017-01-27,0.0,0,0
42442,Joshua Locy,Hunter Gatherer,2016-11-16,0.0,0,0
42443,Otto Brower,Behind Green Lights,1946-02-15,0.0,0,0
42444,Ben Browder,Bad Kids of Crestview Academy,2017-01-13,0.0,5000000,0
42445,Stan Brakhage,Anticipation of the Night,1958-12-31,0.0,0,0
42446,Maurice Lemaître,Has the Film Already Started?,1951-01-01,0.0,0,0
42447,Wes Anderson,Come Together,2016-11-27,0.0,0,0
42448,Eiji Okuda,A Long Walk,2006-04-01,0.0,0,0
42449,Yasuhiro Yoshida,Leaving on the 15th Spring,2013-04-25,0.0,0,0
42450,Oren Shai,The Frontier,2016-11-08,0.0,0,0
42451,Chung-Ryoul Lee,Old Partner,2008-10-04,0.0,0,0
42452,Kaneto Shindô,Postcard,2010-10-27,0.0,0,0
42453,Tom Geens,Couple in a Hole,2016-04-06,0.0,0,0
42454,Tien-yu Fu,Take Me Far Away,2009-09-11,0.0,0,0
42455,Johnny Burke,Tashi and the Monk,2015-08-17,0.0,0,0
42456,Todd Rohal,Uncle Kent 2,2016-08-26,0.0,0,0
42457,Andreas Prochaska,Sarajevo,2014-04-23,0.0,0,0
42458,Nobuo Mizuta,Maiko Haaaan!!!,2007-06-16,0.0,0,0
42459,Peter Brosens,King of the Belgians,2016-11-30,0.0,0,0
42460,Stefan Sagmeister,The Happy Film,2016-04-16,0.0,0,0
42461,Dante Lam,Tiramisu,2002-03-28,0.0,0,0
42462,Enki Bilal,Tykho Moon,1996-11-28,0.0,0,0
42463,Pavel Lungin,Queen of Spades,2016-11-17,0.0,0,0
42464,Hallvard Bræin,Burnout 2,2016-10-12,0.0,0,0
42465,Anton Bilzho,Dreamfish,2016-12-22,0.0,0,0
42466,Yakov Protazanov,The Queen of Spades,1916-04-01,0.0,0,0
42467,Hrund Gunnsteinsdottir,Innsaei,2016-06-30,0.0,0,0
42468,Mike Slee,Flight of the Butterflies,2012-10-01,0.0,0,0
42469,Bob Smeaton,Jimi Hendrix: Voodoo Child,2010-09-18,0.0,0,0
42470,Joëlle Oosterlinck,Sex in the Comix,2012-01-02,0.0,0,0
42471,Dan Forrer,SampleThis,2013-09-12,0.0,0,0
42472,Aniruddha Roy Chowdhury,Pink,2016-09-16,0.0,75000000,0
42473,Tsui Hark,The Taking of Tiger Mountain,2014-12-24,inf,0,228984
42474,Vincent Bal,Brabançonne,2014-12-10,0.0,0,0
42475,Reinier van Brummelen,To Stay Alive - A Method,2016-11-19,0.0,0,0
42476,Vimukthi Jayasundara,The Forsaken Land,2006-01-25,0.0,0,0
42477,Denys Arcand,An Eye for Beauty,2014-05-15,inf,0,40000
42478,Michael Fiore,Floyd Norman: An Animated Life,2016-02-05,0.0,0,0
42479,Ralph E. Portillo,Fever Lake,1996-01-01,0.0,0,0
42480,Adilkhan Yerzhanov,The Owners,2014-05-17,0.0,0,0
42481,Dietrich Brüggemann,Heil,2015-07-16,0.0,0,0
42482,Sydney Sibilia,Smetto quando voglio: Masterclass,2017-02-02,0.0,0,0
42483,Burt Gillett,Mickey's Gala Premier,1933-07-01,0.0,0,0
42484,Walt Disney,Plane Crazy,1928-05-14,0.0,0,0
42485,Omar Regan,American Sharia,2015-02-01,0.0,0,0
42486,Brittany Goodwin,Secrets In The Snow,2013-01-08,0.0,100000,0
42487,Oliver Schmitz,Shepherds and Butchers,2017-05-12,0.0,0,0
42488,Sophon Sakdaphisit,The Swimmers,2014-08-07,0.0,0,0
42489,Jung Sung-il,Cafe Noir,2009-09-01,0.0,0,0
42490,Tanwarin Sukkhapisit,Red Wine in the Dark Night,2015-07-23,0.0,0,0
42491,Leste Chen,Eternal Summer,2006-10-13,inf,0,254000
42492,Rachyd Kusolkulsiri,Water Boyy,2015-10-22,0.0,0,0
42493,James Franco,In Dubious Battle,2017-02-17,0.0,15000000,0
42494,Shouko Nakamura,Classmates,2016-02-20,0.0,0,0
42495,Nithiwat Tharathorn,The Teacher's Diary,2014-03-20,0.0,0,0
42496,Cate Shortland,Berlin Syndrome,2017-05-25,inf,0,201719
42497,Roland Vranik,The Citizen,2017-01-26,0.0,0,0
42498,Neill Blomkamp,The Escape,2016-10-23,0.0,0,0
42499,Beyoncé Knowles,Lemonade,2016-04-23,0.0,0,0
42500,Tony Stone,Peter and the Farm,2016-11-04,0.0,0,0
42501,Antoine Cuypers,Préjudice,2015-10-07,0.0,2800000,0
42502,Ondrej Hudecek,Peacock,2015-07-01,0.0,0,0
42503,Kôtarô Terauchi,Boys Love Gekijouban,2007-08-01,0.0,0,0
42504,Afia Nathaniel,Dukhtar,2014-09-18,0.0,0,0
42505,Jake Witzenfeld,Oriented,2015-06-06,0.0,0,0
42506,Estela Renner,The Beginning of Life,2016-05-05,0.0,0,0
42507,Ritu Sarin,When Hari Got Married,2013-03-16,0.0,0,0
42508,María José Cuevas,Beauties of the Night,2016-09-12,0.0,0,0
42509,Heather Rae,Trudell,2005-01-01,0.0,0,0
42510,Kunle Afolayan,October 1,2014-10-01,0.0,2,0
42511,Pan Nalin,Faith Connections,2013-11-21,0.0,550000,0
42512,Stefan Haupt,Dark Fortune,2016-11-22,0.0,0,0
42513,Jenny Gage,All This Panic,2017-03-31,0.0,0,0
42514,Sean Gullette,Traitors,2013-09-05,0.0,0,0
42515,Deidre Schoo,Flex Is Kings,2013-04-18,0.0,0,0
42516,Vincent Garenq,The Clearstream Affair,2015-02-11,0.0,0,0
42517,Roxy Shih,The Tribe,2016-06-18,0.0,0,0
42518,Vatroslav Mimica,The Falcon,1981-01-01,0.0,0,0
42519,Aleksandr Mitta,The Story of the Voyages,1983-09-04,0.0,0,0
42520,Dave Jackson,Cat Sick Blues,2015-10-29,0.0,0,0
42521,James Bickert,Dear God No!,2011-10-21,0.0,0,0
42522,Benjamin Cooper,Edgar Allan Poe's Lighthouse Keeper,2016-03-16,0.0,0,0
42523,Terry Miles,Even Lambs Have Teeth,2015-10-03,0.0,0,0
42524,Mike Disa,The Origin of Stitch,2005-08-30,0.0,0,0
42525,Seijun Suzuki,A Tale of Sorrow and Sadness,1977-01-01,0.0,0,0
42526,Joel David Moore,Youth in Oregon,2017-02-03,0.0,0,0
42527,Hwang In-Ho,Monster,2014-03-13,0.0,0,0
42528,Lee Cheol-ha,Love Me Not,2006-11-09,0.0,0,0
42529,Jo Kyu-Jang,Mood of the Day,2016-01-14,0.0,0,0
42530,Riki Okamura,1 Litre of Tears,2005-02-05,0.0,0,0
42531,Kazuyoshi Kumakiri ,Sketches of Kaitan City,2010-12-18,0.0,0,0
42532,Shun Nakahara,Coquille,1999-03-27,0.0,0,0
42533,Tatsushi Ohmori,Tada's Do-It-All House,2011-04-22,0.0,0,0
42534,Junji Sakamoto,Children of the Dark,2008-08-02,0.0,0,0
42535,Ryosuke Hashiguchi,All Around Us,2008-06-07,0.0,0,0
42536,Toshiaki Toyoda,Hanging Garden,2005-10-08,0.0,0,0
42537,Daisuke Tengan,The Most Beautiful Night In The World,2008-05-24,0.0,0,0
42538,Osamu Minorikawa,Life Can Be So Wonderful,2007-09-15,0.0,0,0
42539,Yuya Ishii,Mitsuko Delivers,2011-11-05,0.0,0,0
42540,Shinji Aoyama,Tokyo Park,2011-06-17,0.0,0,0
42541,Alain Monne,Cartagena,2009-11-18,0.0,0,0
42542,Sion Sono,Be Sure to Share,2009-06-01,0.0,0,0
42543,David Kittredge,Pornography: A Thriller,2009-06-21,0.0,0,0
42544,Terrence Malick,Song to Song,2017-03-17,0.0443684,10000000,443684
42545,Marti Noxon,To the Bone,2017-01-22,0.0,0,0
42546,Michael Stephenson,Girlfriend's Day,2017-02-14,0.0,0,0
42547,Sally Wainwright,To Walk Invisible,2016-12-29,0.0,0,0
42548,Liu Jian,Have a Nice Day,2017-02-17,0.0,0,0
42549,Chris Lavis,Higglety Pigglety Pop! or There Must Be More to Life,2010-03-02,0.0,0,0
42550,Philip G. Atwell,The Up in Smoke Tour,2000-12-02,0.0,0,0
42551,Petrus Cariry,Clarisse or Something About Us,2015-10-30,0.0,0,0
42552,Anne Hamilton,American Fable,2017-02-17,0.0,0,0
42553,Marcel Gisler,Fögi Is a Bastard,1998-01-01,0.0,0,0
42554,Ronnie Khalil,You Can't Kill Stephen King,2012-04-14,0.0,0,0
42555,Alan Holly,Coda,2013-07-13,0.0,0,0
42556,Colin Dench,Katherine Ryan: In Trouble,2017-02-14,0.0,0,0
42557,Craig Boreham,Teenage Kicks,2016-10-15,0.0,0,0
42558,Jérôme Laperrousaz,Continental Circus,1972-07-15,0.0,0,0
42559,Curt Wiser,Cam-Girl,2016-12-20,0.0,0,0
42560,Marcelo Gomes,Once Upon a Time Veronica,2012-09-09,0.0,0,0
42561,Sarah Rotella,Almost Adults,2016-10-15,0.0,0,0
42562,Alan Ravenscroft,Blondie's New York and the Making of Parallel Lines,2014-08-29,0.0,0,0
42563,Parvez Sharma,A Sinner in Mecca,2015-04-29,0.0,0,0
42564,Marc Rothemund,My Blind Date with Life,2017-01-26,0.0,0,0
42565,Fred Grivois,Through the Air,2015-06-17,0.0,0,0
42566,Takahiro Miki,Girl in the Sunny Place,2013-10-11,0.0,0,0
42567,Mirjana Karanović,A Good Wife,2017-01-19,0.0,0,0
42568,Jean-Marie Straub,Class Relations,1984-02-21,0.0,0,0
42569,Johannes Schaaf,Dream City,1973-11-15,0.0,0,0
42570,Agnieszka Holland,Spoor,2017-02-24,0.0,0,0
42571,Francis Lee,God's Own Country,2017-09-01,0.0,0,0
42572,Sebastián Lelio,A Fantastic Woman,2017-04-06,0.0,0,0
42573,Teresa Villaverde,Colo,2017-02-15,0.0,0,0
42574,Adil El Arbi,Image,2014-11-05,0.0,0,0
42575,Reha Erdem,What's a Human Anyway?,2006-03-17,0.0,0,0
42576,,Christmas on Salvation Street,2014-11-11,0.0,0,0
42577,Catherine Cyran,White Wolves - A Cry in the Wild II,1993-12-31,0.0,0,0
42578,Larry Osborne,Teenage Mutant Ninja Turtles: We Wish You a Turtle Christmas,1994-10-01,0.0,0,0
42579,Jared Hess,Peluca,2003-01-20,0.0,0,0
42580,Călin Peter Netzer,"Ana, My Love",2017-03-03,0.0,0,0
42581,Rezo Gigineishvili,Hostages,2017-08-02,0.0,0,0
42582,Jean-Luc Godard,Far from Vietnam,1967-01-01,0.0,0,0
42583,Paul Tanter,Kill Ratio,2016-12-09,0.0,0,0
42584,Richard Bates Jr.,Trash Fire,2016-11-03,0.0,0,0
42585,Don Hertzfeldt,Everything Will Be OK,2006-01-10,0.0,0,0
42586,Franz Antel,Bockerer,1981-11-13,0.0,0,0
42587,So Yong Kim,Lovesong,2017-02-17,inf,0,6700
42588,Rainer Matsutani,Gangs,2009-10-01,0.0,0,0
42589,Sönke Wortmann,Germany: A Summer's Fairytale,2006-10-03,0.0,0,0
42590,Michael Schaack,Dieter - The Movie,2006-03-04,0.0,6907750,0
42591,Lance Bangs,Jen Kirkman: Just Keep Livin',2017-01-03,0.0,0,0
42592,Jerry Seinfeld,Colin Quinn: The New York Story,2016-11-18,0.0,0,0
42593,Troy Miller,Cedric the Entertainer: Live from the Ville,2016-09-16,0.0,0,0
42594,Peter Kubelka,Our Trip to Africa,1966-01-01,0.0,0,0
42595,Sophie Reine,The Fabulous Patars,2016-12-14,0.0,0,0
42596,Leyla Bouzid,As I Open My Eyes,2015-12-23,0.0,0,0
42597,Charles Nemes,Hôtel Normandy,2013-05-06,0.0,0,0
42598,,The Fourth Annual 'On Cinema' Oscar Special,2016-02-28,0.0,0,0
42599,Ellory Elkayem,They Nest,2000-01-01,0.0,4000000,0
42600,Stuart Schulberg,Nuremberg: Its Lesson for Today,1948-11-21,0.0,0,0
42601,Vladimir Besedin,Major Grom,2017-02-19,0.0,0,0
42602,Tim Brown,The Cradle,2007-07-31,0.0,0,0
42603,Christopher Reynolds,Offerings,1989-01-01,0.0,0,0
42604,Peter W. Kunhardt,Becoming Warren Buffett,2017-01-30,0.0,0,0
42605,Svyatoslav Podgayevskiy,Queen of Spades: The Dark Rite,2015-09-10,2.228115,1000000,2228115
42606,Chris von Hoffmann,Drifter,2016-10-19,0.0,0,0
42607,Owen Egerton,Follow,2015-09-26,0.0,0,0
42608,Catalina Aguilar Mastretta,Everybody Loves Somebody,2017-02-10,0.0,2000000,0
42609,Jonás Trueba,The Reconquest,2016-09-30,0.0,0,0
42610,Daniel Noah,Max Rose,2016-09-02,0.0,0,0
42611,Matt Besser,Matt Besser: Besser Breaks The Record,2016-01-01,0.0,0,0
42612,Scott Moran,Rory Scovel: The Charleston Special,2015-10-27,0.0,0,0
42613,Ben Wolfinsohn,Tony Hinchcliffe: One Shot,2016-01-15,0.0,0,0
42614,Marty Callner,Whitney Cummings: I'm Your Girlfriend,2016-01-23,0.0,0,0
42615,John Asher,Alonzo Bodden: Historically Incorrect,2016-02-19,0.0,0,0
42616,John Asher,Theo Von: No Offense,2016-02-26,0.0,0,0
42617,Samuel Brownfield,Steve-O: Guilty as Charged,2016-03-20,0.0,0,0
42618,Kevin Romeo,Stephen Lynch: Hello Kalamazoo,2016-03-21,0.0,0,0
42619,Bobcat Goldthwait,Cameron Esposito: Marriage Material,2016-03-24,0.0,0,0
42620,John L. Spencer,Frankie Boyle: Hurt Like You've Never Been Loved,2016-03-18,0.0,0,0
42621,Ryan Polito,Nikki Glaser: Perfect,2016-04-09,0.0,0,0
42622,Ryan Polito,Rachel Feinstein: Only Whores Wear Purple,2016-04-23,0.0,0,0
42623,Marcus Raboy,Chris Hardwick: Funcomfortable,2016-04-30,0.0,0,0
42624,Gary Gulman,Gary Gulman: It's About Time,2016-05-01,inf,0,500
42625,Ryan Polito,Michael Ian Black: Noted Expert,2016-05-13,0.0,0,0
42626,Scott L. Montoya,Brad Williams: Daddy Issues,2016-05-20,0.0,0,0
42627,Mickey Blaine,Quincy Jones: Burning the Light,2016-06-02,0.0,0,0
42628,Scott L. Montoya,Ben Gleib: Neurotic Gangster,2016-06-03,0.0,0,0
42629,Steve Longi,Willie Barcena: The Truth Hurts,2016-07-01,0.0,0,0
42630,Frank Ishizaki,Josh Blue: Delete,2016-07-26,0.0,0,0
42631,Steven Feinartz,Godfrey: Regular Black,2016-08-12,0.0,0,0
42632,David Raynr,Martin Lawrence Doin’ Time,2016-09-09,0.0,0,0
42633,Brian Hennigan,Doug Stanhope: No Place Like Home,2016-09-15,0.0,0,0
42634,Joe DeMaio,Sebastian Maniscalco: Why Would You Do That?,2016-10-01,0.0,0,0
42635,Justin Kreutzmann,Lewis Black: Black to the Future,2016-10-07,0.0,0,0
42636,Shannon Hartman,Jena Friedman: American Cunt,2016-10-20,0.0,0,0
42637,Liz Patrick,Wanda Sykes: What Happened… Ms. Sykes?,2016-10-21,0.0,0,0
42638,Louis C.K.,Barry Crimmins: Whatever Threatens You,2016-10-23,0.0,0,0
42639,Jay Chapman,Janeane Garofalo: If I May,2016-10-27,0.0,0,0
42640,Joel Gallen,Pete Davidson: SMD,2016-10-29,0.0,0,0
42641,Steven Feinartz,Mo Mandel: Negative Reinforcement,2016-11-03,0.0,0,0
42642,Lorene Machado,Kathleen Madigan: Bothering Jesus,2016-11-10,0.0,0,0
42643,Samuel Brownfield,Dan Levy: Lion,2016-11-17,0.0,0,0
42644,Mark Altman,Aries Spears: Comedy Blueprint,2016-11-24,0.0,0,0
42645,Elijah Dylan Costa,Tony Roberts: Motorcity Motormouth,2016-12-02,0.0,0,0
42646,Ryan Polito,Joey Coco Diaz: Sociably UnAcceptable,2016-12-08,0.0,0,0
42647,Jay Chapman,Tom Papa: Human Mule,2016-12-09,0.0,0,0
42648,Kevin Flynn,Nick Thune: Good Guy,2016-12-22,0.0,0,0
42649,Ryan Polito,Ian Harvie: May the Best Cock Win,2016-12-29,0.0,0,0
42650,Léa Fehner,Ogres,2016-03-16,0.0,0,0
42651,Jan Verheyen,Missing,2007-01-01,inf,0,1
42652,Dany Boon,R.A.I.D. Special Unit,2017-02-01,0.0,0,0
42653,Gareth Evans,Pre Vis Action,2016-01-25,0.0,0,0
42654,Dash Shaw,My Entire High School Sinking Into the Sea,2016-09-23,0.0,0,0
42655,Iván Dariel Ortiz,El cimarrón,2006-10-01,0.0,0,0
42656,John Lawrence,Savage Abduction,1973-01-01,0.0,0,0
42657,Keiichi Sato,Gantz:O,2016-10-14,inf,0,2238600
42658,Edgar G. Ulmer,The Strange Woman,1946-10-25,0.0,0,0
42659,Felix E. Feist,The Man Who Cheated Himself,1950-12-26,0.0,0,0
42660,Leslie Libman,Britney Ever After,2017-02-18,0.0,0,0
42661,Riley Thomson,The Little Whirlwind,1941-02-14,0.0,0,0
42662,PES,Game Over,2006-02-24,0.0,0,0
42663,Nagaoka Hisaaki,The Roommate,2008-07-15,0.0,0,0
42664,Boo Ji-yeong,Cart,2014-11-13,0.0,0,0
42665,Ernst Gossner,The Silent Mountain,2014-03-14,0.0,0,0
42666,Christian Bonke,Ballroom Dancer,2011-11-20,0.0,0,0
42667,Edoardo de Angelis,Indivisible,2016-09-29,0.0,0,0
42668,Diego Luna,Mr. Pig,2016-07-22,0.0,0,0
42669,Sean Hanish,Sister Cities,2016-09-17,0.0,0,0
42670,Eric Weber,Emily & Tim,2015-08-29,0.0,0,0
42671,Marcie Hume,Magicians: Life in the Impossible,2016-04-30,0.0,0,0
42672,Paz Fábrega,Journey,2015-03-12,0.0,0,0
42673,William Hellfire,Lust in the Mummy's Tomb,2002-10-14,0.0,0,0
42674,,Paris by Night of the Living Dead,2009-01-20,0.0,0,0
42675,Chalerm Wongpim,Dynamite Warrior,2006-11-09,0.0,0,0
42676,Bhandit Thongdee,Mercury Man,2006-08-09,0.0,2000000,0
42677,Teruo Ishii,Shogun's Joys of Torture,1968-09-28,0.0,0,0
42678,Kôyû Ohara,White Rose Campus: Then... Everybody Gets Raped,1982-06-25,0.0,0,0
42679,Yûji Tajiri,The Strange Saga of Hiroshi the Freeloading Sex Machine,2005-10-07,0.0,0,0
42680,Noboru Iguchi,Shyness Machine Girl,2009-01-01,0.0,0,0
42681,Kenta Fukasaku,Yo-Yo Girl Cop,2006-09-30,0.0,0,0
42682,,Lethal Angels,2006-01-01,0.0,0,0
42683,Shinji Imaoka,Lunch Box,2004-11-20,0.0,35000,0
42684,David Lister,Malibu Shark Attack,2009-07-25,0.0,3000000,0
42685,Kôji Kawano,The Girls Rebel Force of Competitive Swimmers,2007-12-25,0.0,0,0
42686,Lang Elliott,Cage II: The Arena of Death,1994-12-14,0.0,0,0
42687,Deagol Brothers,Make-Out with Violence,2008-04-12,0.0,150000,0
42688,,Lure: Teen Fight Club,2010-11-16,0.0,3000000,0
42689,Ben Smallbone,Priceless,2016-10-14,0.0,0,0
42690,Gil Cunha,"Nick Cannon: Stand Up, Don't Shoot",2017-02-10,0.0,0,0
42691,Pan Nalin,Ayurveda: Art of Being,2001-09-20,6.913333333333333,300000,2074000
42692,Andrew Steggall,Departure,2016-05-20,0.0,0,0
42693,Kerstin Karlhuber,Fair Haven,2017-03-03,0.0,0,0
42694,Brian O'Donnell,Akron,2015-10-06,0.0,0,0
42695,Leena Yadav,Parched,2015-11-14,0.0,2700000,0
42696,Lee Yong-Seung,10 Minutes,2014-04-24,0.0,0,0
42697,Hugo Santiago,Invasion,1969-10-18,0.0,0,0
42698,Barak Goodman,Oklahoma City,2017-01-21,0.0,0,0
42699,Lola Doillon,Fanny's Journey,2016-05-18,0.0,0,0
42700,Dominic Haxton,Tonight It's You,2016-04-01,0.0,0,0
42701,Dominic Haxton,Tonight It's Me,2014-03-22,0.0,25000,0
42702,Jean-Daniel Pollet,The Order,1973-01-01,0.0,0,0
42703,William K.L. Dickson ,Buffalo Dance,1894-09-23,0.0,0,0
42704,Yuen Wah,Kung Fu Vs. Acrobatic,1990-07-21,0.0,0,0
42705,Alicja Jasina,Once Upon a Line,2016-07-01,0.0,0,0
42706,Jan Saska,Happy End,2016-05-19,0.0,0,0
42707,Alexandre Arpentinier,Asteria,2017-02-10,0.0,0,0
42708,Takahiro Imamura,Fist of the North Star: Legend of Raoh - Chapter of Death in Love,2006-03-11,inf,0,862
42709,Hidehito Ueda,Fist of the North Star: Legend of Yuria,2007-02-23,0.0,0,0
42710,Toshiki Hirano,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,2007-04-28,0.0,0,0
42711,Kobun Shizuno,Fist of the North Star: Legend of Toki,2008-03-26,0.0,0,0
42712,Kobun Shizuno,Fist of the North Star: The Legend of Kenshiro,2008-10-11,0.0,0,0
42713,Robert H. Gardner,Enemy of the Reich: The Noor Inayat Khan Story,2014-02-15,0.0,0,0
42714,,Saint Seiya Heaven Chapter: Overture,2004-02-14,0.0,0,0
42715,Kouzou Morishita,Saint Seiya: Evil Goddess Eris,1987-07-18,0.0,0,0
42716,Shigeyasu Yamauchi,Saint Seiya: The Heated Battle of the Gods,1988-03-12,0.0,0,0
42717,Shigeyasu Yamauchi,Saint Seiya: Legend of Crimson Youth,1988-07-23,0.0,0,0
42718,Masayuki Akehi,Saint Seiya: Warriors of the Final Holy Battle,1989-03-18,0.0,0,0
42719,Kristóf Deák,Sing,2016-11-06,0.0,0,0
42720,Aske Bang,Silent Nights,2016-01-01,0.0,0,0
42721,Juanjo Giménez Peña,Timecode,2016-05-18,0.0,0,0
42722,Selim Azzazi,Enemies Within,2016-02-21,0.0,0,0
42723,Scott Gawlik,Nick Di Paolo: Another Senseless Killing,2015-02-17,0.0,0,0
42724,Leslie Small,Gary Owen: I Agree With Myself,2015-01-16,0.0,0,0
42725,,Mel Brooks: Live at the Geffen,2015-01-31,0.0,0,0
42726,Charlie Fonville,Brian Gaar: Jokes I Wrote At Work,2015-02-05,0.0,0,0
42727,Steven Feinartz,Andy Peters: Exclamation Mark Question Point,2015-02-13,0.0,0,0
42728,Kyle Ambrose,Barry Hilton: The Live Series,2015-02-17,0.0,0,0
42729,Leslie Small,Keith Robinson: Back of the Bus Funny,2015-02-21,0.0,0,0
42730,John Asher,Ralphie May: Unruly,2015-02-27,0.0,0,0
42731,Ryan Polito,Trevor Moore: High In Church,2015-03-02,0.0,0,0
42732,Scott L. Montoya,Jay Mohr: Happy. And A Lot.,2015-03-14,0.0,0,0
42733,Shannon Hartman,Jim Norton: Contextually Inadequate,2015-04-24,0.0,0,0
42734,Ryan Polito,Nate Bargatze: Full Time Magic,2015-04-28,0.0,0,0
42735,,Mick Foley: Cheap Pops,2015-04-29,0.0,0,0
42736,Scott L. Montoya,Brad Williams: Fun Size,2015-05-08,0.0,0,0
42737,,Christopher Titus: Angry Pursuit of Happiness,2014-09-27,0.0,0,0
42738,Adam Dubin,Jim Breuer: Comic Frenzy,2015-05-29,0.0,0,0
42739,Nicholaus Goossen,Nick Swardson: Taste It,2015-05-25,0.0,0,0
42740,,Susan Calman: Lady Like,2015-06-17,0.0,0,0
42741,Jay Chapman,Lisa Lampanelli: Back to the Drawing Board,2015-06-26,0.0,0,0
42742,Lance Bangs,Bridget Everett: Gynecological Wonder,2015-07-11,0.0,0,0
42743,Ryan Polito,Jay Pharoah: Can I Be Me?,2015-08-01,0.0,0,0
42744,Troy Miller,Natasha Leggero: Live at Bimbo's,2015-08-22,0.0,0,0
42745,Jay Chapman,Craig Ferguson: Just Being Honest,2015-09-10,0.0,0,0
42746,Michael Simon,Jeff Dunham: Unhinged in Hollywood,2015-09-17,0.0,0,0
42747,Jeff Tomsic,Steve Rannazzisi: Breaking Dad,2015-09-19,0.0,0,0
42748,John Asher,Margaret Cho: PsyCHO,2015-09-25,0.0,0,0
42749,Troy Miller,Brian Regan: Live From Radio City Music Hall,2015-09-26,0.0,0,0
42750,Jay Karas,Anjelah Johnson: Not Fancy,2015-10-02,0.0,0,0
42751,Jay Karas,Jimmy Dore: Sentenced To Live,2015-10-06,0.0,0,0
42752,Marcus Raboy,Paul F. Tompkins: Crying and Driving,2015-10-10,0.0,0,0
42753,Jay Karas,Sarah Colonna: I Can't Feel My Legs,2015-10-27,0.0,0,0
42754,,Miles Jupp: Is The Chap You're Thinking Of,2015-11-13,0.0,0,0
42755,Paul Wheeler,John Bishop Supersonic Live,2015-11-16,0.0,0,0
42756,David Paul Meyer,Trevor Noah: Lost In Translation,2015-11-22,0.0,0,0
42757,Paul Wheeler,Dara O'Briain Crowd Tickler,2015-11-23,0.0,0,0
42758,Chris Howe,Kevin Bridges Live: A Whole Different Story,2015-11-23,0.0,0,0
42759,Bobcat Goldthwait,Marc Maron: More Later,2015-12-04,0.0,0,0
42760,Ryan Polito,Elliott Morgan: Premature,2015-12-10,0.0,0,0
42761,,Mike Epps: Don't Take It Personal,2015-12-18,0.0,0,0
42762,Travis Zariwny,Scavengers,2013-03-21,0.0,0,0
42763,Spike Lee,Jerrod Carmichael: Love at the Store,2014-10-04,0.0,0,0
42764,,Keith Lowell Jensen: Atheist Christmas,2014-11-25,0.0,0,0
42765,Jay Chapman,"Myq Kaplan: Small, Dork and Handsome",2014-05-15,0.0,0,0
42766,Jeff Tomsic,Kurt Metzger: White Precious,2014-07-11,0.0,0,0
42767,Ryan Polito,Tracy Morgan: Bona Fide,2014-04-13,0.0,0,0
42768,Ryan Polito,Joe Rogan: Rocky Mountain High,2014-11-21,0.0,0,0
42769,Joel Gallen,Greg Giraldo: Midlife Vices,2009-08-16,0.0,0,0
42770,John Asher,Sebastian Maniscalco: Aren't You Embarrassed?,2014-11-14,0.0,0,0
42771,Sean Grundy,Robert Newman's History of Oil,2006-10-02,0.0,0,0
42772,David G. Hillier,Alan Davies: Live at the Lyric,1994-11-06,0.0,0,0
42773,,"Al Murray, The Pub Landlord - Glass of White Wine for the Lady",2004-11-22,0.0,0,0
42774,Robert Krakower,John Pinette: I Say Nay Nay,2005-01-25,0.0,0,0
42775,Larysa Fenyn,John Pinette: I'm Starvin'!,2007-01-23,0.0,0,0
42776,,Micky Flanagan: Live - Back In The Game Tour,2013-11-18,0.0,0,0
42777,Roberto Fiesco,Trémulo,2015-03-08,0.0,0,0
42778,Damien Macé,Don't Hang Up,2016-10-22,0.0,0,0
42779,Destin Cretton,The Glass Castle,2017-08-10,inf,0,9705840
42780,Ville Salminen,Beautiful Vera,1950-09-22,0.0,0,0
42781,Taavi Kassila,Petos,1988-03-18,0.0,837000,0
42782,Nathan Morlando,Mean Dreams,2016-10-21,0.0,0,0
42783,Christopher Cannucciari,Banking on Bitcoin,2016-12-30,0.0,100000,0
42784,Jeremy Gillespie,The Void,2016-10-21,0.0,0,0
