,belongs_to_collection,id,title,vote_average,vote_count
8874,{},48677.0,Cloak & Dagger,6.2,40.0
8875,{},30278.0,Comfort and Joy,6.5,13.0
8876,{},46088.0,Dangerous Moves,6.1,9.0
8877,{},19596.0,Electric Dreams,6.4,37.0
8878,Star Wars: The Ewok Adventures Collection,1884.0,The Ewok Adventure,5.9,46.0
8879,{},19621.0,The Hit,6.5,41.0
8880,{},10179.0,The Ice Pirates,5.7,50.0
8881,{},47874.0,Irreconcilable Differences,5.0,14.0
8882,{},113784.0,The Last Polka,5.0,1.0
8883,{},108241.0,Next of Kin,5.1,6.0
8884,{},27102.0,Full Moon in Paris,7.5,10.0
8885,{},47359.0,Racing with the Moon,5.8,15.0
8886,"Silent Night, Deadly Night Collection",27414.0,"Silent Night, Deadly Night",5.6,65.0
8887,{},33138.0,The Times of Harvey Milk,7.1,26.0
8888,{},25425.0,Drunken Tai Chi,6.5,4.0
8889,{},8221.0,What Have I Done to Deserve This?,7.4,37.0
8890,Anne of Green Gables Collection,17663.0,Anne of Green Gables,8.2,71.0
8891,Asterix and Obelix (Animation) Collection,8868.0,Asterix vs. Caesar,6.5,122.0
8892,Barbarian Queen Collection,29903.0,Barbarian Queen,4.6,9.0
8893,{},92802.0,Beer,6.0,1.0
8894,{},54407.0,Bliss,5.2,5.0
8895,{},41243.0,Creator,6.2,18.0
8896,{},12615.0,Death of a Salesman,5.9,33.0
8897,Demons Collection,14029.0,Demons,6.5,112.0
8898,Star Wars: The Ewok Adventures Collection,10372.0,Ewoks: The Battle for Endor,5.4,43.0
8899,{},40929.0,Heaven Help Us,6.9,18.0
8900,Mr. Vampire Collection,67342.0,Mr. Vampire,5.8,18.0
8901,Police Story Collection,9056.0,Police Story,7.3,128.0
8902,{},27064.0,Mishima: A Life in Four Chapters,7.7,37.0
8903,{},51878.0,9 Deaths of the Ninja,6.1,9.0
8904,{},62429.0,Peter-No-Tail in Americat,6.0,4.0
8905,{},10176.0,The Quiet Earth,6.7,160.0
8906,{},9080.0,Spies Like Us,5.9,180.0
8907,{},18502.0,The Stuff,5.8,91.0
8908,{},31600.0,Target,6.3,20.0
8909,{},41205.0,The Unknown Soldier,6.4,13.0
8910,{},30069.0,Vision Quest,6.4,31.0
8911,{},16082.0,White Nights,6.2,30.0
8912,{},14670.0,’Round Midnight,6.7,20.0
8913,Asterix and Obelix (Animation) Collection,9318.0,Asterix in Britain,6.8,142.0
8914,{},30653.0,The Best of Times,6.0,20.0
8915,{},26555.0,Club Paradise,4.3,20.0
8916,{},47340.0,Dead End Drive-In,6.4,24.0
8917,Flodder Collection,10570.0,Flodder,6.6,32.0
8918,{},42021.0,Ginger and Fred,6.6,16.0
8919,{},65326.0,Nobody's Fool,6.0,2.0
8920,{},24657.0,The Sacrifice,7.2,87.0
8921,{},53157.0,The Park is Mine,5.0,16.0
8922,{},41480.0,Sherman's March,6.3,10.0
8923,{},36677.0,Solarbabies,5.1,12.0
8924,A Better Tomorrow Collection,11471.0,A Better Tomorrow,7.3,102.0
8925,{},21733.0,Dragons Forever,7.2,41.0
8926,{},17421.0,G.I. Joe: The Movie,6.6,14.0
8927,The Frogtown Collection,22572.0,Hell Comes to Frogtown,5.7,29.0
8928,Koker Trilogy,49964.0,Where Is My Friend's House?,7.8,36.0
8929,{},41076.0,Leif,4.9,4.0
8930,{},4043.0,Law of Desire,7.2,37.0
8931,{},27342.0,Malone,6.8,15.0
8932,{},2172.0,Pathfinder,7.3,24.0
8933,{},8852.0,Prince of Darkness,6.6,192.0
8934,A Chinese Ghost Story Collection,30421.0,A Chinese Ghost Story,7.2,59.0
8935,{},60631.0,Street Smart,5.7,16.0
8936,{},96333.0,Weeds,4.7,3.0
8937,{},49815.0,The Whales of August,7.1,17.0
8938,A Better Tomorrow Collection,18305.0,A Better Tomorrow II,7.0,48.0
8939,{},92663.0,Ashik Kerib,5.5,11.0
8940,{},8677.0,The Bourne Identity,6.1,28.0
8941,{},26369.0,Cannibal Women in the Avocado Jungle of Death,4.4,12.0
8942,{},11513.0,Cobra Verde,6.6,28.0
8943,{},40844.0,Comic Book Confidential,6.8,6.0
8944,{},49314.0,Dominick and Eugene,6.1,16.0
8945,{},41959.0,Jack's Back,5.8,13.0
8946,{},16296.0,Killer Klowns from Outer Space,5.8,161.0
8947,{},13192.0,Moonwalker,6.0,126.0
8948,{},18917.0,Alice,7.3,60.0
8949,{},116345.0,Pascali's Island,6.0,2.0
8950,{},48309.0,Prison,6.7,27.0
8951,{},93457.0,Split Decisions,5.3,6.0
8952,{},41967.0,Tales from the Gimli Hospital,7.4,6.0
8953,{},47795.0,Landscape in the Mist,7.6,27.0
8954,{},4271.0,Life Is a Long Quiet River,6.8,74.0
8955,{},41949.0,A World Apart,5.4,7.0
8956,{},114524.0,Common Threads: Stories from the Quilt,10.0,2.0
8957,{},16859.0,Kiki's Delivery Service,7.6,768.0
8958,{},38695.0,Monsieur Hire,7.2,29.0
8959,{},2927.0,Moon 44,5.0,32.0
8960,{},41939.0,Rikyu,7.5,4.0
8961,{},85556.0,Speaking Parts,5.8,6.0
8962,{},119324.0,Prime Suspect,7.5,19.0
8963,{},26936.0,Boiling Point,6.6,38.0
8964,{},25943.0,Almost an Angel,5.6,23.0
8965,{},71373.0,Black Rainbow,6.6,8.0
8966,{},9768.0,Cry-Baby,6.4,289.0
8967,{},11909.0,Bullet in the Head,7.7,52.0
8968,{},60778.0,Downtown,5.9,9.0
8969,{},27274.0,Frankenhooker,5.7,65.0
8970,{},110838.0,The Garden,7.1,8.0
8971,{},10485.0,Ghost Dad,4.5,51.0
8972,{},9569.0,Hard to Kill,5.6,141.0
8973,{},22189.0,Havana,5.5,20.0
8974,{},71805.0,Shipwrecked,6.1,14.0
8975,{},7975.0,I Hired a Contract Killer,7.0,31.0
8976,{},41821.0,Ju Dou,7.2,25.0
8977,{},21344.0,The Krays,5.6,34.0
8978,{},9399.0,Lionheart,5.9,179.0
8979,{},31597.0,Narrow Margin,5.6,30.0
8980,{},30017.0,Close-Up,8.0,53.0
8981,{},11131.0,Nuns on the Run,5.5,41.0
8982,Patlabor Collection,14571.0,Patlabor: The Movie,6.6,27.0
8983,{},21168.0,The Reflecting Skin,6.7,41.0
8984,{},59058.0,Riff-Raff,6.4,22.0
8985,{},1662.0,State of Grace,6.5,73.0
8986,{},6444.0,Auntie Danielle,6.5,38.0
8987,{},71642.0,Time to Kill,5.8,4.0
8988,{},31923.0,"Welcome Home, Roxy Carmichael",6.2,27.0
8989,The Up Series,20562.0,35 Up,7.7,8.0
8990,Wong Kar-Wai's Informal Collection,18311.0,Days of Being Wild,7.3,85.0
8991,{},48448.0,Across the Tracks,5.5,17.0
8992,Begotten Collection,1483.0,Begotten,5.0,64.0
8993,{},41783.0,Life on a String,7.0,2.0
8994,{},28553.0,Cadence,6.4,21.0
8995,{},58648.0,Closet Land,6.6,11.0
8996,{},36337.0,Delusion,4.8,3.0
8997,{},68773.0,Dollman,5.5,16.0
8998,{},25330.0,Dutch,6.4,66.0
8999,{},22423.0,Guilty by Suspicion,5.9,29.0
9000,{},4539.0,Hearts of Darkness: A Filmmaker's Apocalypse,8.0,61.0
9001,{},22792.0,High Strung,5.4,10.0
9002,{},22828.0,Homicide,5.9,32.0
9003,{},12776.0,Johnny Stecchino,7.4,190.0
9004,{},31696.0,A Kiss Before Dying,5.6,17.0
9005,{},17467.0,Riki-Oh: The Story of Ricky,6.8,67.0
9006,{},36351.0,Light Sleeper,5.7,15.0
9007,{},47252.0,The Linguini Incident,8.0,2.0
9008,Mannequin Collection,34376.0,Mannequin Two: On the Move,4.6,28.0
9009,{},15080.0,Only Yesterday,7.0,152.0
9010,{},39233.0,Once Around,5.8,15.0
9011,{},6463.0,Other People's Money,6.1,34.0
9012,{},14362.0,Out for Justice,5.9,113.0
9013,{},5048.0,Prospero's Books,6.5,27.0
9014,{},9588.0,Quigley Down Under,6.5,120.0
9015,{},41792.0,Rubin and Ed,7.0,6.0
9016,{},25674.0,Shout,5.0,6.0
9017,{},53688.0,Stinsen brinner... filmen alltså,5.8,2.0
9018,{},21338.0,Stone Cold,5.6,35.0
9019,{},123778.0,Strangers in Good Company,7.0,4.0
9020,{},94666.0,Surviving Desire,7.2,6.0
9021,{},41804.0,All the Mornings of the World,6.3,29.0
9022,{},147164.0,Assassin of the Tsar,6.3,6.0
9023,{},23438.0,Wild Hearts Can't Be Broken,7.4,25.0
9024,{},215993.0,Prime Suspect 2,7.2,14.0
9025,{},97044.0,Aileen Wuornos: The Selling of a Serial Killer,7.1,17.0
9026,Barbarian Queen Collection,29904.0,Barbarian Queen II: The Empress Strikes Back,3.2,3.0
9027,{},13995.0,Captain America,4.5,87.0
9028,{},11198.0,City Hunter,6.3,68.0
9029,{},41678.0,The Oak,5.9,6.0
9030,{},75145.0,Citizen Cohn,7.3,3.0
9031,{},186809.0,Crossing The Bridge,6.5,7.0
9032,{},19143.0,Diggstown,6.5,31.0
9033,{},27381.0,Innocent Blood,6.2,57.0
9034,{},45145.0,Johnny Suede,4.8,14.0
9035,{},11621.0,Porco Rosso,7.6,563.0
9036,{},47714.0,The Stolen Children,7.1,17.0
9037,{},19087.0,LadyBugs,5.3,35.0
9038,{},40082.0,The Mambo Kings,5.9,32.0
9039,{},36288.0,Night and the City,5.2,16.0
9040,{},38143.0,The Story of Qiu Ju,7.2,27.0
9041,{},31962.0,Shining Through,6.2,34.0
9042,{},22590.0,Sidekicks,4.9,41.0
9043,{},41777.0,Tito and Me,7.5,11.0
9044,{},48150.0,A Heart in Winter,7.5,32.0
9045,{},41778.0,Visions of Light,7.0,12.0
9046,{},40213.0,New Dragon Gate Inn,7.4,23.0
9047,Koker Trilogy,83761.0,Life and Nothing More...,6.9,17.0
9048,House of Angels Collection,34683.0,House of Angels,5.3,15.0
9049,Lonesome Dove Collection,47350.0,Return to Lonesome Dove,6.4,10.0
9050,American Ninja Collection,25684.0,American Ninja 5,4.1,24.0
9051,{},5051.0,The Baby of Mâcon,7.3,21.0
9052,{},14135.0,Bad Boy Bubby,7.1,72.0
9053,The Bride with White Hair Collection,18817.0,The Bride with White Hair,6.2,25.0
9054,{},27678.0,Barbarians at the Gate,6.8,12.0
9055,{},83599.0,Calendar,6.9,5.0
9056,Cyborg Collection,16437.0,Cyborg 2,3.9,34.0
9057,{},251732.0,Deadly Advice,0.0,0.0
9058,The Legend Collection,17811.0,The Legend II,6.4,25.0
9059,Fortress Collection,12088.0,Fortress,5.7,171.0
9060,{},96712.0,The Puppetmaster,6.6,9.0
9061,{},48706.0,Josh and S.A.M.,5.0,4.0
9062,{},47105.0,Latcho Drom,6.3,10.0
9063,Leningrad Cowboys Collection,30366.0,Leningrad Cowboys Meet Moses,6.1,7.0
9064,{},19371.0,Mr. Nanny,4.8,44.0
9065,{},41661.0,The Night We Never Met,5.6,7.0
9066,The Philadelphia Experiment - Collezione,35610.0,Philadelphia Experiment II,5.0,15.0
9067,{},67595.0,The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom,6.7,6.0
9068,Barrytown Trilogy,12664.0,The Snapper,6.3,21.0
9069,{},7500.0,Sonatine,7.3,91.0
9070,{},20339.0,Splitting Heirs,4.6,22.0
9071,{},11143.0,Tai-Chi Master,7.0,61.0
9072,{},5187.0,Three of Hearts,3.9,8.0
9073,{},13519.0,The Stand,6.7,155.0
9074,Trilogía de la violencia de Michael Haneke,32764.0,71 Fragments of a Chronology of Chance,7.0,31.0
9075,Naked Collection,26877.0,Naked Killer,5.7,11.0
9076,{},59051.0,Dark Angel: The Ascent,4.7,6.0
9077,Darkman Collection,18998.0,Darkman II: The Return of Durant,4.5,44.0
9078,{},18392.0,Embrace of the Vampire,5.0,34.0
9079,{},8983.0,Felidae,6.3,31.0
9080,{},41578.0,Floundering,5.6,4.0
9081,{},17796.0,Freaked,6.0,28.0
9082,{},63097.0,Golden Gate,2.5,2.0
9083,{},17809.0,Fist of Legend,7.4,118.0
9084,{},271304.0,Paperback Romance,6.5,1.0
9085,{},18837.0,Macross Plus: Movie Edition,7.2,26.0
9086,Major League Collection,11067.0,Major League II,5.2,83.0
9087,{},10486.0,My Father the Hero,5.1,38.0
9088,{},58416.0,"Take Care of Your Scarf, Tatiana",7.2,12.0
9089,Pumpkinhead Collection,35977.0,Pumpkinhead II: Blood Wings,4.6,34.0
9090,{},19223.0,A Pure Formality,7.7,59.0
9091,{},54804.0,Staggered,5.5,5.0
9092,{},18674.0,The Defender,6.5,32.0
9093,{},152426.0,The Langoliers,6.0,158.0
9094,{},57221.0,Blood & Donuts,5.0,14.0
9095,Gonin collection,26830.0,Gonin,7.2,6.0
9096,{},51038.0,Kivenpyörittäjän kylä,6.7,3.0
9097,{},30718.0,Last of the Dogmen,7.2,34.0
9098,{},37797.0,Whisper of the Heart,7.7,349.0
9099,{},37062.0,The Passion of Darkly Noon,6.1,16.0
9100,{},18665.0,High Risk,5.6,16.0
9101,Street Fighter Collection,12613.0,Street Fighter II: The Animated Movie,6.7,34.0
9102,{},21846.0,Trinity And Beyond: The Atomic Bomb Movie,6.9,14.0
9103,{},16233.0,Tromeo & Juliet,6.0,39.0
9104,{},13063.0,Cannibal! The Musical,6.8,43.0
9105,Tales of the Four Seasons,37563.0,A Summer's Tale,7.0,23.0
9106,{},63054.0,Fetishes,5.1,10.0
9107,{},41343.0,The God of Cookery,7.0,34.0
9108,Jack Frost Collection,27318.0,Jack Frost,5.3,48.0
9109,The Hunters Collection,16003.0,The Hunters,6.5,32.0
9110,Aki Kaurismäki's Finland trilogy,8214.0,Drifting Clouds,7.1,33.0
9111,{},30330.0,The Late Shift,5.8,17.0
9112,{},29927.0,"Pretty Village, Pretty Flame",8.0,28.0
9113,{},48709.0,My Man,6.6,4.0
9114,{},37431.0,No Way Back,5.0,12.0
9115,{},100167.0,No Way Home,7.6,5.0
9116,Pusher Collection,2061.0,Pusher,6.8,162.0
9117,{},11210.0,Robinson Crusoe,5.7,52.0
9118,{},148478.0,Freakin' Beautiful World,7.0,1.0
9119,{},27994.0,Sgt. Kabukiman N.Y.P.D.,6.1,16.0
9120,{},2460.0,Earth,7.4,10.0
9121,{},12254.0,Emma,6.7,34.0
9122,{},55902.0,American Perfekt,5.0,1.0
9123,Bikini Summer Collection,74097.0,Bikini Summer III: South Beach Heat,1.5,2.0
9124,{},16992.0,The Boxer,6.7,44.0
9125,{},9956.0,The Brave,5.7,49.0
9126,The Cremaster Cycle,36702.0,Cremaster 5,6.2,9.0
9127,{},134458.0,Executive Target,6.0,3.0
9128,{},26124.0,Face,6.0,13.0
9129,{},9092.0,Snow White: A Tale of Terror,6.0,62.0
9130,{},18415.0,Gummo,6.5,133.0
9131,Hamilton Collection,17629.0,Hamilton,6.0,16.0
9132,{},116008.0,Chicago Cab,5.7,3.0
9133,{},37517.0,Kiss or Kill,4.2,3.0
9134,{},37673.0,Destiny,6.9,9.0
9135,{},26103.0,Mean Guns,5.8,27.0
9136,{},44641.0,Men with Guns,6.3,3.0
9137,{},8765.0,Nirvana,6.6,57.0
9138,{},9845.0,Dance with the Devil,6.2,39.0
9139,{},26644.0,Photographing Fairies,5.2,6.0
9140,{},36221.0,Postman Blues,6.6,8.0
9141,{},26215.0,Quicksilver Highway,4.5,14.0
9142,{},64559.0,The Swindle,6.4,5.0
9143,{},28123.0,Safe House,5.9,7.0
9144,{},35638.0,"Sick: The Life and Death of Bob Flanagan, Supermasochist",5.9,9.0
9145,The Lion King Collection,9732.0,The Lion King 2: Simba's Pride,6.7,1034.0
9146,{},86913.0,Wishful Thinking,5.5,4.0
9147,{},30983.0,From the Earth to the Moon,8.4,26.0
9148,{},5470.0,Beowulf,4.4,52.0
9149,From Dusk Till Dawn Collection,10213.0,From Dusk Till Dawn 3: The Hangman's Daughter,4.6,79.0
9150,{},19846.0,The Interview,6.8,32.0
9151,{},50008.0,RKO 281,6.3,14.0
9152,From Dusk Till Dawn Collection,12095.0,From Dusk Till Dawn 2: Texas Blood Money,4.4,114.0
9153,Torrente Collection,1283.0,"Torrente, the Dumb Arm of the Law",6.2,52.0
9154,{},35016.0,Koko Flanel,5.7,11.0
9155,{},95136.0,Bruno,7.4,8.0
9156,{},44625.0,Dead Man's Curve,5.1,20.0
9157,{},36282.0,Fudoh: The New Generation,6.9,10.0
9158,{},14533.0,Gia,6.7,156.0
9159,{},9812.0,Thursday,7.0,84.0
9160,{},41992.0,Sophie's World,5.5,11.0
9161,{},88421.0,Wavelength,6.1,15.0
9162,{},8697.0,Who Am I?,6.6,178.0
9163,The Kingdom,22140.0,The Kingdom II,6.7,10.0
9164,{},7096.0,Merlin,6.0,47.0
9165,{},21039.0,Rogue Trader,6.0,38.0
9166,{},19850.0,Breast Men,5.0,21.0
9167,{},17263.0,A Murder of Crows,6.0,40.0
9168,Unna Trilogie,344.0,"Bang, Boom, Bang",7.5,52.0
9169,Batman (DC Universe Animated) Collection,15805.0,Batman & Mr. Freeze: SubZero,6.9,79.0
9170,{},14439.0,The Pentagon Wars,6.8,12.0
9171,{},41227.0,A Place Called Chiapas,6.9,5.0
9172,{},13428.0,Two Hands,6.4,48.0
9173,{},27260.0,Brave New World,6.5,13.0
9174,Addams Family Collection,11508.0,Addams Family Reunion,3.9,46.0
9175,{},67899.0,Thick as Thieves,5.3,12.0
9176,{},36105.0,Set Me Free,6.7,3.0
9177,{},47186.0,Claire Dolan,6.0,3.0
9178,{},50173.0,Jigoku,5.8,20.0
9179,{},57644.0,The Smashing Pumpkins: Vieuphoria,0.0,0.0
9180,{},46817.0,The Class Trip,6.0,7.0
9181,{},45935.0,Flowers of Shanghai,7.5,16.0
9182,{},47060.0,The Hole,7.2,16.0
9183,{},84002.0,Of Freaks and Men,5.9,14.0
9184,{},9943.0,Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit,6.3,7.0
9185,{},23356.0,Purgatory,4.4,8.0
9186,{},55257.0,Juha,6.8,9.0
9187,Lady Snowblood Collection,2487.0,Lady Snowblood,7.8,79.0
9188,{},38821.0,The Tough Ones,6.8,17.0
9189,{},10429.0,Takedown,6.3,56.0
9190,{},17985.0,Bleeder,7.1,34.0
9191,{},21210.0,Dil Se..,6.7,29.0
9192,{},54860.0,The Bodyguard,3.7,3.0
9193,{},9597.0,Vidocq,5.8,133.0
9194,{},21644.0,Molokai: The Story of Father Damien,3.8,3.0
9195,Candyman Collection,12485.0,Candyman: Day of the Dead,3.6,37.0
9196,{},49745.0,The 4th Floor,5.7,24.0
9197,{},62825.0,A Long Hot Summer,6.1,7.0
9198,Superman (DC Universe Animated) Collection,17074.0,The Batman Superman Movie: World's Finest,7.1,53.0
9199,Evangelion Collection,18491.0,The End of Evangelion,8.1,124.0
9200,{},175739.0,The Life of Aleksis Kivi,7.0,3.0
9201,{},13777.0,He Died with a Felafel in His Hand,6.9,17.0
9202,{},11854.0,Kuch Kuch Hota Hai,7.5,93.0
9203,{},87489.0,Document of the Dead,7.8,6.0
9204,{},33491.0,Venus Beauty Institute,5.4,19.0
9205,{},12619.0,Cherry Falls,4.7,64.0
9206,Freeway Collection,39927.0,Freeway II: Confessions of a Trickbaby,6.0,13.0
9207,{},24272.0,Joseph and the Amazing Technicolor Dreamcoat,6.1,13.0
9208,{},29587.0,Style Wars,8.1,14.0
9209,{},3716.0,In July,7.5,54.0
9210,{},11944.0,Joan of Arc,6.7,22.0
9211,Kirikou,21348.0,Kirikou and the Sorceress,7.2,229.0
9212,{},15319.0,After the Rain,7.3,19.0
9213,The Prophecy Collection,9011.0,The Prophecy 3: The Ascent,5.5,38.0
9214,Taxi Collection,2332.0,Taxi 2,6.1,430.0
9215,{},54003.0,Pups,6.6,7.0
9216,Osobennosti Natsionalnoy ... - Collection,20882.0,Peculiarities of the National Fishing,6.8,17.0
9217,{},10205.0,Cut,4.5,13.0
9218,{},40476.0,Kadosh,6.1,4.0
9219,{},18394.0,Essex Boys,5.7,30.0
9220,{},31774.0,Picking Up the Pieces,4.1,21.0
9221,{},35735.0,Badding,5.0,4.0
9222,{},38203.0,The Wedding Waltz,7.7,3.0
9223,{},19362.0,Meeting People Is Easy,7.2,10.0
9224,Cruel Intentions Collection,5458.0,Cruel Intentions 2,4.4,99.0
9225,{},31161.0,Adrenaline Drive,7.3,3.0
9226,{},65296.0,Humanité,6.7,19.0
9227,{},32067.0,Beautiful Joe,5.5,6.0
9228,{},32306.0,The Underground Comedy Movie,2.1,5.0
9229,{},66668.0,The Shrink Is In,5.8,5.0
9230,{},72490.0,Charisma,5.8,7.0
9231,The Big Bottom Box,10482.0,Guest House Paradiso,6.3,41.0
9232,{},107942.0,Swimming,5.5,2.0
9233,If These Walls Could Talk Collection,28031.0,If These Walls Could Talk 2,6.3,26.0
9234,{},54491.0,The Trumpet Of The Swan,5.1,13.0
9235,{},110147.0,The 10th Kingdom,7.5,51.0
9236,A Goofy Movie Collection,15653.0,An Extremely Goofy Movie,6.0,123.0
9237,{},43423.0,The Wind Will Carry Us,6.9,26.0
9238,{},12480.0,Water Drops on Burning Rocks,6.8,22.0
9239,{},13439.0,The Tracker,6.6,15.0
9240,Wong Kar-Wai's Informal Collection,844.0,2046,6.9,208.0
9241,{},29512.0,Bruiser,5.4,37.0
9242,{},97206.0,Taboo,2.9,9.0
9243,{},101338.0,Crane World,6.7,3.0
9244,The Cremaster Cycle,23985.0,Cremaster 2,5.8,9.0
9245,Running Out Of Time Collection,2463.0,Running Out of Time,7.5,31.0
9246,The Wog Boy Collection,16874.0,The Wog Boy,6.2,5.0
9247,{},274669.0,Century of the Dragon,8.0,2.0
9248,{},32166.0,Chasing Sleep,6.4,16.0
9249,{},204839.0,The Stepdaughter,4.7,3.0
9250,{},38987.0,Possible Worlds,5.8,10.0
9251,{},9439.0,The Nameless,4.9,34.0
9252,{},52666.0,The Debt,6.5,9.0
9253,The Female Prisoner Series,71138.0,Female Prisoner #701: Scorpion,7.3,24.0
9254,The Female Prisoner Series,39872.0,Female Prisoner Scorpion: Jailhouse 41,7.5,17.0
9255,{},53048.0,Bartleby,5.3,8.0
9256,{},22616.0,Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D,5.3,4.0
9257,{},20160.0,Restless,5.2,16.0
9258,{},28943.0,Shiner,5.1,10.0
9259,Batman Beyond Collection,16234.0,Batman Beyond: Return of the Joker,7.5,152.0
9260,{},82550.0,Roberto Succo,6.1,5.0
9261,{},11599.0,Suzhou River,6.3,15.0
9262,{},33253.0,6ixtynin9,7.0,18.0
9263,{},11075.0,Audition,6.8,372.0
9264,{},16171.0,The Nine Lives of Tomas Katz,7.7,7.0
9265,{},33355.0,For Love or Country: The Arturo Sandoval Story,6.3,3.0
9266,{},49671.0,Paragraph 175,4.2,6.0
9267,{},15917.0,Devdas,7.4,78.0
9268,Mimic Collection,10706.0,Mimic 2,4.8,54.0
9269,{},36246.0,Monday,7.5,22.0
9270,Paradise Lost Collection,17208.0,Paradise Lost 2: Revelations,7.2,26.0
9271,{},26245.0,Dark Prince: The True Story of Dracula,6.2,16.0
9272,{},62529.0,Sound and Fury,5.4,7.0
9273,{},467.0,The Hole,6.4,227.0
9274,{},25988.0,The Sleeping Dictionary,6.3,38.0
9275,{},73952.0,When Strangers Appear,5.5,12.0
9276,{},19738.0,Revolutionary Girl Utena: The Movie,7.3,12.0
9277,{},16435.0,Speaking of Sex,5.9,6.0
9278,{},26014.0,Good Advice,5.7,24.0
9279,{},45418.0,Needing You...,5.7,10.0
9280,{},15024.0,The Mists of Avalon,6.4,44.0
9281,{},11366.0,Spiral,6.0,49.0
9282,{},89823.0,The Big Animal,7.6,5.0
9283,In China They Eat Dogs Collection,10751.0,Old Men in New Cars: In China They Eat Dogs II,6.9,37.0
9284,{},38294.0,Purely Belter,7.0,7.0
9285,{},18836.0,The Quickie,4.3,4.0
9286,{},10757.0,Kabhi Khushi Kabhie Gham,7.6,103.0
9287,{},55256.0,The River,7.0,2.0
9288,{},23160.0,Werckmeister Harmonies,7.4,61.0
9289,Asterix and Obelix Collection,2899.0,Asterix & Obelix: Mission Cleopatra,7.2,782.0
9290,{},44756.0,Is It Fall Yet?,7.5,23.0
9291,{},18088.0,Late Night Shopping,6.3,11.0
9292,{},31010.0,Uprising,6.3,18.0
9293,{},20536.0,61*,6.3,34.0
9294,{},3577.0,The Tunnel,6.9,33.0
9295,{},27259.0,Long Time Dead,4.5,30.0
9296,{},19448.0,The Laramie Project,6.0,13.0
9297,{},14923.0,Run Ronnie Run,5.7,24.0
9298,{},32248.0,Gojoe: Spirit War Chronicle,6.7,9.0
9299,{},47115.0,A Gentleman's Game,4.2,3.0
9300,{},2440.0,Joint Security Area,7.7,115.0
9301,{},10836.0,Dagon,6.4,79.0
9302,{},10955.0,Ripley's Game,6.6,70.0
9303,{},12900.0,Conspiracy,6.9,77.0
9304,{},37998.0,Freeze Me,5.5,8.0
9305,{},10978.0,The Best Man's Wedding,5.9,32.0
9306,{},81540.0,Teknolust,4.8,4.0
9307,{},40096.0,A Dog's Will,8.2,120.0
9308,{},11847.0,The Accidental Spy,5.9,120.0
9309,{},52999.0,The Adversary,7.2,24.0
9310,{},41714.0,The Beautiful Country,6.3,10.0
9311,{},11056.0,Darkness,5.6,114.0
9312,{},27967.0,Mockingbird Don't Sing,6.1,7.0
9313,{},919.0,Blood: The Last Vampire,6.6,76.0
9314,{},57558.0,Vacuuming Completely Nude in Paradise,5.0,8.0
9315,{},13437.0,Avenging Angelo,5.0,46.0
9316,{},55852.0,Southern Comfort,7.8,4.0
9317,{},211.0,Berlin is in Germany,6.3,3.0
9318,{},10046.0,Blueberry,5.0,51.0
9319,{},27245.0,Electric Dragon 80.000 V,6.1,15.0
9320,{},6382.0,The Nugget,6.5,2.0
9321,Godzilla (Millennium) Collection,36243.0,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",6.2,23.0
9322,{},45538.0,Shackleton's Antarctic Adventure,5.9,4.0
9323,{},48843.0,The Barber,4.7,9.0
9324,{},22242.0,Dirty Deeds,6.3,9.0
9325,{},50467.0,Miranda,6.4,5.0
9326,{},16077.0,My Little Eye,5.8,58.0
9327,{},58255.0,Kung Phooey,7.0,3.0
9328,{},2191.0,Stranded,5.8,14.0
9329,{},11553.0,Millennium Mambo,7.2,32.0
9330,{},29832.0,Martin & Orloff,6.0,4.0
9331,American Psycho Collection,10726.0,American Psycho 2: All American Girl,4.6,81.0
9332,{},57100.0,Double Vision,6.2,20.0
9333,{},44793.0,Soft Shell Man,7.0,2.0
9334,{},35110.0,Samouraïs,2.6,6.0
9335,{},9298.0,Ali G Indahouse,6.0,332.0
9336,{},89591.0,Black Plague,5.8,4.0
9337,Dead or Alive Collection,13899.0,Dead or Alive 2: Birds,6.8,23.0
9338,Cube Collection,437.0,Cube²: Hypercube,5.4,383.0
9339,{},38901.0,"Milwaukee, Minnesota",4.3,2.0
9340,{},37712.0,Pistol Opera,6.4,6.0
9341,{},37266.0,Secret Passage,3.0,1.0
9342,{},14809.0,Stark Raving Mad,6.2,21.0
9343,{},27324.0,Pulse,6.1,89.0
9344,{},33625.0,Killing Emmett Young,6.3,7.0
9345,{},35583.0,The Lost Battalion,6.0,18.0
9346,{},35848.0,Hukkle,6.6,16.0
9347,{},4592.0,Carolina,5.5,21.0
9348,{},71099.0,Charms For the Easy Life,0.0,0.0
9349,{},9025.0,Dog Days,6.7,20.0
9350,{},2111.0,Balzac and the Little Chinese Seamstress,6.9,20.0
9351,{},14752.0,Dil Chahta Hai,7.1,71.0
9352,My Sassy Girl Collection,11178.0,My Sassy Girl,7.3,158.0
9353,{},10943.0,The Gathering,5.1,39.0
9354,{},125842.0,Shot in the Heart,6.4,6.0
9355,Annika Bengtzon Collection,100973.0,Deadline,5.4,8.0
