,production_companies,revenue
28593,Cinematográfica Calderón S.A,0
28594,,0
28595,"Class 5 Films, Sixteen Tons Productions",0
28596,"Lionsgate, Blumhouse Productions, Chapter One Films",64110728
28597,Columbia Pictures Corporation,0
28598,,0
28599,Mosfilm,0
28600,Minds Meet,0
28601,Cecchi Gori Group Tiger Cinematografica,0
28602,,0
28603,,0
28604,,0
28605,"International Apollo Films, Les Productions Jacques Roitfeld, Zurbano Films",0
28606,Filmayer,0
28607,,0
28608,"Studio Babelsberg, Regency Enterprises, Escape Artists, New Regency Pictures",14431253
28609,Next Film,0
28610,,0
28611,"Gaumont, Scope Pictures, Légende Films",0
28612,"Televisión Española (TVE), Ágata Films S.A.",0
28613,"Warner Bros., Hall Bartlett Productions",0
28614,,0
28615,Aetos Produzioni Cinematografiche,0
28616,,0
28617,"PECF, Capital Films",0
28618,,0
28619,"Les Films des Tournelles, Pathe, Studio 27",0
28620,Art Pictures Studio,13218980
28621,,0
28622,,0
28623,"Bandai Visual Company, Toho Company, Kodansha, Production I.G.",0
28624,"Bedford Falls Company, The, Footprint Features",0
28625,"Ponto Filmes, Art Films",0
28626,Aamir Khan Productions,0
28627,"Eros International, Colour Yellow Pictures",18000000
28628,"Universal International Pictures (UI), Marston Productions",0
28629,,0
28630,"Paramount Pictures, AVCO Embassy Pictures",0
28631,,0
28632,"Radical Media, CNN Films",0
28633,"Brookwell-McNamara Entertainment, Pantelion Film, Televisa, Circle of Confusion",0
28634,WG Film,0
28635,Warner Bros. Animation,0
28636,"Constantin Film Produktion, Ambient Entertainment GmbH",0
28637,"Ambient Entertainment GmbH, Media Films",0
28638,Warner Bros. Animation,0
28639,"Star-Film, Georges Méliès",0
28640,"BBC, HBO Films",0
28641,,0
28642,,0
28643,Strohberry Films,0
28644,Shochiku Ofuna,0
28645,,0
28646,Edison Manufacturing Company,0
28647,"Two Streets Entertainment, Birchwood Pictures, Noble Pictures, Valencia Motion Pictures",0
28648,"Centre National de la Cinématographie, Diaphana Films, Canal+, Cinémage 4, Soficinéma 6, Région Ile-de-France, La Banque Postale Image 3",0
28649,Tribeca Film,0
28650,"Aniplex, GoHands, BROSTA TV, Mardock Scramble Production Committee",0
28651,,0
28652,Pac Orsa Maggiore,0
28653,Comet Film,0
28654,Comet,0
28655,Aquarius Audiovisual,0
28656,,0
28657,"Parva Cinematografica, Producciones Cinematográficas D.I.A.",0
28658,"Parva Cinematografica, Ministero del Turismo e dello Spettacolo",0
28659,,0
28660,Argomedia Productions,0
28661,"Manila Cinematografica, Colosseum International",0
28662,Asmik Ace Entertainment,0
28663,Micro scope,0
28664,,0
28665,"VideoFilmes, Matizar",0
28666,Catchlight Films,0
28667,Jeonju Film Festival,0
28668,Contracuadro,0
28669,Choila Producciones Cinematográficas,0
28670,"Le Fresnoy Studio National des Arts Contemporains, Metafilms",0
28671,,0
28672,"Svenska Filminstitutet (SFI), El Pampero Cine, CPH: DOX, Milkwood",0
28673,"ARTE France Cinéma, Atopic films, Cinematografica",0
28674,,0
28675,,0
28676,"Rai Cinema, La Femme Endormie",0
28677,,0
28678,"Vertigo Entertainment, Energy Entertainment, RatPac-Dune Entertainment",71561644
28679,,0
28680,Vsesoyuznyj Gosudarstvennyj Institut Kinematografii (VGIK),0
28681,"Thank You, Brain! Productions, Out Of The Woods Productions, Sunny Field Entertainment",0
28682,,0
28683,"Goodtimes Enterprises, Hemdale, Sagittarius Productions",0
28684,Silver Leaf Pictures,0
28685,,0
28686,,0
28687,"Film Columbus, Comptoir Français du Film Production (CFFP)",0
28688,"Época Films S.A., Fida Cinematografica",0
28689,"Claudia Cinematografica, Producciones Cinematográficas Centro S.A. (PROCENSA)",0
28690,Fida cinematografica,0
28691,Claudia Cinematografica,0
28692,,0
28693,Twickenham Film Studios,0
28694,Universal Pictures,0
28695,Twentieth Century Fox Film Corporation,0
28696,Hunt Stromberg Productions,0
28697,Universal Pictures,0
28698,"Warner Bros., Melson Productions",0
28699,Toho,83061158
28700,"Koan Films, Go Films",0
28701,Almost Midnight Productions,0
28702,Shaw Brothers,0
28703,"The October People, Forbidden Films",0
28704,"Glass Eye Pix, Dark Sky Films, Site B",0
28705,"Black Flag, ThanatoFilms",0
28706,"Screen Enterprise, Bari Studios",0
28707,ArieScope Pictures,0
28708,"Zed Filmworks, Cross Creek Pictures, Vertebra Films, PS 260",0
28709,"France 3 Cinéma, La Chauve Souris, Versus Production, Studio Babelsberg StudioBabelsberg Motion Pictures, Canal+, TPS Star",0
28710,Quiet Pictures,0
28711,Flach Film Production,0
28712,,0
28713,Gaumont,0
28714,Les Films de la Grande Ourse,0
28715,"Ciné@, F Comme Film",0
28716,Sontalia,0
28717,"Media Plus, Viktorija Film, Jerry Catering Service, Talking Wolf Productions, Digitalkraft",0
28718,"Walt Disney Pictures, Genre Films, Beagle Pug Films, Allison Shearmur Productions",543514353
28719,"Walt Disney Pictures, Walt Disney Animation Studios",0
28720,,0
28721,Steeplechase Films,0
28722,"Gaumont, France 2 Cinéma, Légende Films",0
28723,"Splendid Film, Informant Media, Umedia, Informant Europe SPRL, European Film Company",2633527
28724,Pine Creek Entertainment,0
28725,"Next Wednesday Productions, Voltage Pictures",0
28726,"ABS-CBN Film Productions, Star Cinema Productions",0
28727,Cinema 77,0
28728,Warner Bros.,0
28729,"Samuel Goldwyn Company, The",0
28730,,0
28731,Peter Rogers Productions,0
28732,Warner Brothers/Seven Arts,0
28733,"Oceanstorm Films, Whyte Booth Pictures",0
28734,"Hammer Film Productions, Lippert Films",0
28735,Metro-Goldwyn-Mayer (MGM),0
28736,Columbia Pictures Corporation,0
28737,Centre National de la Cinématographie,0
28738,,0
28739,"Hammer Film Productions, Lippert Films",0
28740,,0
28741,Greek Film Center,0
28742,"United Artists, De Laurentiis Entertainment Group (DEG), Crescent Moon",0
28743,,0
28744,Belladonna Productions,0
28745,Republic Pictures (I),0
28746,"Trimark Pictures, Savoy Pictures, Fried Films",0
28747,,0
28748,,0
28749,"Lippert Films, Hammer Films",0
28750,Atlantic Entertainment Group,0
28751,Bert I. Gordon Productions,0
28752,Breton Film Productions,0
28753,Metro-Goldwyn-Mayer (MGM),0
28754,,0
28755,Trimark Pictures,0
28756,Entertainment One,0
28757,"ShowTime, New Wave Entertainment Television",0
28758,Warner Bros.,0
28759,Warner Bros.,0
28760,,0
28761,"Lippert Films, Hammer Films",0
28762,Fine Arts Film Company,0
28763,"Seed Productions (II), Platform Entertainment",0
28764,"Straightwire Films, Coldwood Productions",0
28765,Naked Edge Films,0
28766,Columbia Pictures Corporation,0
28767,The Wing-Scope Film Production Ltd.,0
28768,Columbia Pictures Corporation,0
28769,"Film i Väst, B-Reel Feature Films",0
28770,"Rommel Film, Prisma Film- und Fernsehproduktion",0
28771,"Staragara, RTV Slovenija, Monoo",0
28772,Tramal Films,0
28773,SEVER & SEVER,0
28774,,0
28775,,0
28776,Fisher King Production,0
28777,,0
28778,"Montoro Productions Ltd., Joda Productions",0
28779,"The Chimney Pot, Cine Works, Staragara",0
28780,"Arte, teamWorx Produktion für Kino und Fernsehen GmbH, Zweites Deutsches Fernsehen (ZDF)",0
28781,,0
28782,Zeitun Films,0
28783,Sacred Cow Productions,0
28784,,0
28785,Lunch Box Entertainment,0
28786,Cloud Ten Pictures,0
28787,Dieter Geissler Filmproduktion,0
28788,"Assassin Films, BBC Storyville, Tathagat Films",0
28789,Bass Entertainment Pictures,0
28790,"BBC Films, Arthur Cox",0
28791,,0
28792,"Olympus Pictures, Eyeworks Film, Daydream Productions",0
28793,The Global Asylum,0
28794,,0
28795,"Nova, Greek Film Center, 2/35, Highway Productions, Lamisalia",0
28796,Dirty Martini Productions,0
28797,"Rai Cinema, Faros Film",0
28798,Gelma-Films,0
28799,"Eurimages, Arena Films, Canal+, Greek Film Center, Vega Film, Greek Television ET-1, Schweizerische Radio- und Fernsehgesellschaft (SRG), Rai 2, La Ministre de la Culture et de la Communication, Erre Produzioni, Département Fédéral de l'Intérieur, Th. Angelopoulos Productions, ERTI",0
28800,"Asylum, The",0
28801,Les Films Pelléas,0
28802,"Bandai Visual Company, Madhouse, Shochiku Company, Kodansha, Amber Film Works, Shelty",0
28803,,0
28804,Elis Cinematografica,0
28805,,0
28806,"United Artists, Essaness Pictures",0
28807,ABC Circle Films,0
28808,Hammer Film Productions,0
28809,Filmlance International AB,0
28810,Sunnymede Film Productions,0
28811,RFB Enterprises,0
28812,American International Pictures (AIP),0
28813,"FGH, International Film Management, Chateau",0
28814,"Screen Australia, F.G. Film Productions",0
28815,"Tele München Fernseh Produktionsgesellschaft (TMG), Bayerischer Banken-Fonds, Lieblingsfilm, mem-film, Geißendörfer Film- und Fernsehproduktion (GFF)",0
28816,,0
28817,"Ghost House Pictures, Vertigo Entertainment, Metro-Goldwyn-Mayer (MGM), TSG Entertainment",95437994
28818,"Warner Bros., Moving Picture Company (MPC), Berlanti Productions, RatPac-Dune Entertainment",128388320
28819,"Scott Rudin Productions, A24",7587485
28820,,0
28821,Paramount Pictures,0
28822,,0
28823,"Chiller Films, SpectreVision",0
28824,"Mexiko Media, Thelma/Louise Produktion AB",0
28825,RMV Film,0
28826,,0
28827,"Qwerty Films, Alliance Films, Canal+, TF1 Droits Audiovisuels, Scope Pictures",9104716
28828,,0
28829,"Central Partnership, YBW-Group",0
28830,Hal Wallis Productions,0
28831,Hunt Stromberg Productions,0
28832,Metro-Goldwyn-Mayer (MGM),0
28833,"Bonsai Films, Hedone Productions",0
28834,"Summit Entertainment, Mandeville Films, Red Wagon Entertainment, NeoReel",295238201
28835,Yash Raj Films,0
28836,Schmidtz Katze Filmkollektiv,0
28837,"Head Gear Films, Altitude Film Entertainment, Film House Germany, Metrol Technology, Ketchup Entertainment, Egoli Tossell Film, Bavaria Film Partners, Subzero Film Entertainment, VisionPlus Fund I, Waterstone Entertainment",7500000
28838,"France 2 Cinéma, Orly Films, M6 Films, Les Productions Jacques Roitfeld, Canal+, Vertigo",29456000
28839,,0
28840,,0
28841,"Mondial Televisione Film, Cerito Films",0
28842,"Warner Bros., Studio 4°C, Lucent Pictures Entertainment, Beyond C.",0
28843,"Warner Bros., Viz Media, Studio 4°C, Lucent Pictures Entertainment, Beyond C.",0
28844,"Warner Bros., Studio 4°C, Lucent Pictures Entertainment, Beyond C.",0
28845,"France Télévision, 31 Juin Films, France 2 Cinéma",0
28846,British Broadcasting Corporation (BBC),0
28847,Filmlance International AB,0
28848,"Lionsgate, Kickstart Productions",0
28849,"Twentieth Century Fox Film Corporation, DreamWorks Animation",368871007
28850,,0
28851,"Kanakna Productions, Otomatic, Twenty Four 9 Films",0
28852,Enlight Pictures,0
28853,Anglo-EMI,0
28854,Titanus,0
28855,Aaron Spelling Productions,0
28856,"Metromedia Productions, Stonehenge Productions",0
28857,"Dan Wigutow Productions, Regency Television",0
28858,,0
28859,Radnitz/Mattel Productions,0
28860,D'Antoni/Weitz Productions,0
28861,,0
28862,EMI Films,0
28863,ITC Entertainment,0
28864,Merchant Films,0
28865,"Warner Bros., Faliro House Productions, Tri-State Pictures",6212282
28866,"StudioCanal, Silver Pictures, TF1 Films Production, Canal+, Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA), Nostromo Pictures, Anton Capital Entertainment (ACE), Institut Català de les Empreses Culturals (ICEC), Prone Gunman, Amazon Prime Instant Video, Prone Gunman A.I.E.",13644292
28867,"Myriad Pictures, Unison Films, Division Films, Dreambridge Films",0
28868,"Myriad Pictures, Unison Films, Kim and Jim Productions, Division Films, Dreambridge Films",0
28869,"RabbitBandini Productions, Victorino Noval Productions",0
28870,Les Films 13,0
28871,"Nexus Factory, uFilm, Jaguar Films, Umedia, Chapter 2, Roxbury",3758328
28872,"Paramount Pictures, Sagittarius Productions, Bo Widerberg Film",0
28873,Cannon Films,0
28874,,0
28875,"Canadian Film Development Corporation (CFDC), Agincourt Productions Limited",0
28876,Euro International Film (EIA),0
28877,"T-Series, Cape Of Good Films, Friday Filmworks, Crouching Tiger Motion Pictures",0
28878,"SRF zwei, Contrast Film",0
28879,Beard Collins Shores Productions,0
28880,"Sony Music Entertainment Japan, King Record Co., Media Factory",0
28881,"Pupkin Film, NTR",0
28882,"Coração da Selva, Hank Levine Film, Detailfilm, Watchmen Productions",0
28883,"RabbitBandini Productions, Made In Film-Land",0
28884,"Universal Pictures, Original Film, Fuji Television Network, Dentsu, One Race Films, China Film Co., Québec Production Services Tax Credit, Media Rights Capital (MRC), Abu Dhabi Film Commission, Colorado Office of Film, Television & Media",1506249360
28885,"Bazelevs Production, Blumhouse Productions",62882090
28886,"Arte Deutschland TV GmbH, SWR",0
28887,Kadokawa Pictures,0
28888,"Téléfilm Canada, Fella Films, Northern Ontario Heritage Fund",0
28889,"ufotable, TYPE-MOON",0
28890,John Proffitt Films,0
28891,Tigon Pictures,0
28892,"Fida cinematografica, Sofracima - Audifilm",0
28893,,0
28894,,0
28895,"Universal Majestic Inc., Mako Associates",0
28896,Global Pictures,0
28897,,0
28898,Cannon Group,0
28899,,0
28900,"WithanO Productions, Universal Studios Sound Facilities",0
28901,"Dark Sky Films, Snowfort Pictures",0
28902,"Groundswell Productions, Ulterior Productions, Studio Solutions",0
28903,"Cannon Films, Movie Machine",0
28904,"Cannon Productions, January Films",0
28905,"American Screen Productions, David A. Davies Productions",0
28906,,0
28907,,0
28908,,0
28909,Golan-Globus Productions,0
28910,"Golan-Globus Productions, Noah Films",0
28911,Golan-Globus Productions,0
28912,,0
28913,,0
28914,Golan-Globus,8914881
28915,,25000
28916,"Big West, Harmony Gold, Idol Company, Anime International Company (AIC), Tatsunoko Productions Company, ARTMIC Studios, Intersound",0
28917,,0
28918,"Granada Television, Ideal Communications Films",0
28919,,0
28920,,0
28921,,0
28922,,0
28923,"Cannon Films, Silverman Entertainment",0
28924,"Aurora Productions LLC, Kodiak Films",1305887
28925,"Breton Film Productions, Pathe Communications, Cannon International",0
28926,,0
28927,,0
28928,,0
28929,,841
28930,Artoc Films,0
28931,Cannon Group,0
28932,Galaxy Films,0
28933,"Apollo Pictures, Cannon Pictures",0
28934,,0
28935,"Cannon Group, Cannon Pictures",0
28936,"Central Independent Television, American Continental Corp., Golden Swan",0
28937,XYZ Films,49970
28938,Adi Shankar Production,0
28939,"TAT Filmproduktion, Cinequity Corporation",0
28940,"American Broadcasting Company (ABC), Palomar Pictures International",0
28941,"Artemis Film, Agat Films & Cie, Radio Télévision Belge Francophone (RTBF), France 3 Cinema",0
28942,"The Collective, Silver Lining Entertainment",0
28943,,0
28944,,0
28945,Sirk Productions,0
28946,,0
28947,,0
28948,"Benaroya Pictures, Keep Your Head Productions",0
28949,"Alert Film, Von Vietinghoff Filmproduktion (VVF), Ekstaza",0
28950,"Paramount Pictures, Wilshire Court Productions, C.N.M. Entertainment Ltd.",0
28951,,0
28952,Nu Image Films,0
28953,Big Island Productions,0
28954,,0
28955,"Cue the Dog Productions, A+E Studios, Fries Film Company",0
28956,,0
28957,,0
28958,"Bleiberg Entertainment, Barrandov Studios, RWE",0
28959,"Cannon Group, Upstate Murder Co.",0
28960,Peter Walker (Heritage) Ltd.,0
28961,"Heritage Films, Pete Walker Film Productions",0
28962,Peter Walker (Heritage) Ltd.,0
28963,Peter Walker (Heritage) Ltd.,0
28964,Peter Walker (Heritage) Ltd.,0
28965,Peter Walker (Heritage) Ltd.,0
28966,,0
28967,Westdeutscher Rundfunk (WDR),0
28968,"Summit Entertainment, Scott Free Productions, Worldview Entertainment",3324330
28969,Fulvia Film,0
28970,,0
28971,Rai Cinemafiction,0
28972,"TFI Films Productions, Sofimage, CinéCinéma, TPS Star, Union Générale Cinématographique (UGC)",0
28973,,0
28974,Embassy Film Associates,0
28975,Cable Stuff Productions,0
28976,"Three T Productions, Studio Trite, VGTRK, Vserossiyskaya Gosudarstvennaya Televizionnaya i Radioveshchatelnaya Kompaniya (VGTRK)",0
28977,Mosfilm,0
28978,PEQUI FILMES,0
28979,,0
28980,,0
28981,Salzgeber & Company Medien,0
28982,"BBC Films, Artemis Film, Lionsgate, Lipsync Productions, The Bureau, K. JAM Media",0
28983,,0
28984,Mavi Film,0
28985,,0
28986,"Les Films 13, TF1 Films Production",0
28987,TOEI,0
28988,TOEI,0
28989,TOEI,0
28990,TOEI,0
28991,Constantin Film,0
28992,"P.A.C., Dieter Geissler Filmproduktion",0
28993,"Gary Sanchez Productions, Warner Bros.",111811453
28994,,0
28995,,0
28996,Darius Films,0
28997,,0
28998,Madman Entertainment,0
28999,"United Artists, Robert Goldstein Productions",0
29000,"Rai Cinemafiction, Fandango, Mikado Film",0
29001,"Constantin Film, Rat Pack Filmproduktion, RTL Television",0
29002,,0
29003,"Metro-Goldwyn-Mayer (MGM), Gekko Film Corp., Double Secret Productions",0
29004,DEFA,0
29005,,0
29006,GFP Medienfonds,0
29007,"Bishop Studios LLC, Cartoon Saloon",0
29008,"Senator Film Produktion, Goldkind Filmproduktion, Europool",0
29009,,0
29010,"Embark Productions, GoldApple Entertainment",0
29011,"Det Danske Filminstitut, Nordisk Film",0
29012,,0
29013,"Wüste Filmproduktion, ZDF ""Das Kleine Fernsehspiel"", Magnolia Filmproduktion, Wüste Film Ost",0
29014,UFA Filmproduktion GmbH,0
29015,Red Bull Media House,0
29016,,0
29017,,0
29018,DisneyToon Studios,0
29019,,0
29020,"Rat Pack Filmproduktion, Constantin Film Produktion, Medienfonds GFP",0
29021,"Westdeutscher Rundfunk (WDR), Rothkirch Cartoon Film",0
29022,"Olga Film GmbH, Bayerischer Banken-Fonds",0
29023,,0
29024,"Walt Disney Pictures, DisneyToon Studios",0
29025,,0
29026,"Seven Pictures, Black Forest Films",0
29027,"Gateway Films, Prana Studios, Prana Animation Studios",0
29028,,0
29029,"Dargaud Films, Les Productions René Goscinny, Studios Idéfix",0
29030,"Paramount Pictures, Dino de Laurentiis Cinematografica, Gaumont International",0
29031,The Harvey Entertainment Company,0
29032,,0
29033,,0
29034,Constantin Film Produktion,0
29035,Europa Corp,0
29036,Mars Distribution,0
29037,,0
29038,,0
29039,Sidus Pictures,0
29040,,4508104
29041,,0
29042,First Floor Features,0
29043,Warner Home Video,0
29044,Senator Film Produktion,0
29045,Royal Film,0
29046,"Olga Film GmbH, Bayerischer Banken-Fonds",0
29047,Y Filme Directors Pool,0
29048,"Peter Rommel Productions, Rommel Film, ARTE, Rundfunk Berlin-Brandenburg (RBB), Iskremas Filmproduktion",0
29049,Constantin Film,0
29050,Neue Constantin Film,0
29051,"Hahn Film AG, Achterbahn AG",0
29052,"Pantaleon Films, Fox International Productions (FIP)",0
29053,Universal Pictures,0
29054,Phillip Productions,0
29055,,0
29056,Constantin Film Produktion,0
29057,Neue Constantin Film,0
29058,,0
29059,"José Frade Producciones Cinematográficas S.A., TeleMadrid, Garra Producciones [ve]",0
29060,,0
29061,,0
29062,"Schramm Film Koerner & Weber, Arte, Tempus, Westdeutscher Rundfunk (WDR), Bayerischer Rundfunk (BR)",3184472
29063,Fox Digital Studios,0
29064,,0
29065,,0
29066,"Zentropa Entertainments, Det Danske Filminstitut",0
29067,"Total Entertainment, BD Cine, Televisión Federal (Telefe)",0
29068,"Di Bonaventura Pictures, Contradiction Films, Dead Rising Productions, Legendary Digital Media",0
29069,National General Pictures,0
29070,RKO Radio Pictures,0
29071,,0
29072,Allied Artists Pictures,0
29073,"Prism Entertainment, Tri-Coast, Mediacom Filmworks, MVA-1",0
29074,,0
29075,Metro-Goldwyn-Mayer (MGM),0
29076,Paramount Pictures,0
29077,,0
29078,,0
29079,Central Partnership,12005838
29080,"d.i.e.film, ARTE, Bayerischer Rundfunk (BR)",0
29081,Constantin Film Produktion,0
29082,"Constantin Film Produktion, Achterbahn AG",0
29083,DisneyToon Studios,0
29084,Bavaria Filmverleih- und Produktions GmbH,0
29085,"Rough Trade Distribution GmbH, Anolis Entertainment, e-m-s GmbH",0
29086,,0
29087,"Goldkind Filmproduktion, H&V Entertainment",0
29088,Lotte Entertainment,0
29089,Artista-Filmi,0
29090,"Killer Films, Big Indie Pictures, Scion Films",0
29091,,0
29092,RKO Radio Pictures,0
29093,"Emperor Motion Pictures, Heart & Soul Production, Beijing Silver Moon Productions",129115
29094,World Wide Pictures,0
29095,"New Century Productions, Elliott Kastner Productions",0
29096,ABC Circle Films,0
29097,Metromedia Producers Corporation (MPC),0
29098,"Jadran Film, Filmes Cinematografica",0
29099,"The Australian Film Commission, New South Wales Film Corp.",0
29100,,0
29101,,0
29102,,0
29103,"Mercury, Filmsonor, Dear Film Produzione",0
29104,Columbia Pictures Corporation,0
29105,Universal Pictures,0
29106,,0
29107,,0
29108,,0
29109,Metro-Goldwyn-Mayer (MGM),0
29110,,0
29111,"Universal TV, Bob Banner Associates",0
29112,,0
29113,William Conrad Productions,0
29114,,0
29115,"Filmways Australasian, Australian International Film Corp. (AIFC)",0
29116,,0
29117,Paramount Pictures,0
29118,Showtime Networks,0
29119,Columbia Pictures,0
29120,"Desert Moon Pictures, Indiesyndicate Productions, JBA Productions",0
29121,,0
29122,RKO Radio Pictures,0
29123,"OffSpring Productions, Workshop Films 2",0
29124,Watermark Films,0
29125,Paramount Pictures,0
29126,Twentieth Century Fox Film Corporation,0
29127,Eagle-Lion Films,0
29128,"Showbox/Mediaplex, Dasepo Club",0
29129,"Showbox, ㈜팔레트픽처스",0
29130,"Parabolic Pictures, Stable Way Entertainment, Cargo Films, Media House Capital",0
29131,,0
29132,"Warner Bros., Amuse",0
29133,"Warner Bros., Amuse",0
29134,,0
29135,"The Safran Company, Poznan Film Group",0
29136,Someone At The Door Productions,0
29137,"Edko Films, EDKO Film, Universal Pictures International Production (UPIP), Irresistible Films",0
29138,"Jadran Film, Rialto Film Preben-Philipsen",0
29139,"Electric City Entertainment, David Kirschner Productions, La Sienega Productions",0
29140,Sundream Motion Pictures,0
29141,,0
29142,"Morena Films, Filmax International",0
29143,Present Pictures,0
29144,,0
29145,"Screen Yorkshire, Content Media Corp., Great Point Media, Pygmalion Productions",0
29146,Wingman Productions,0
29147,,3923970
29148,,0
29149,"Resonance Film & Video, Sheep Noir Films Inc., Productivity Media",0
29150,Eleven Arts,0
29151,"Ameland Films, Quadrant Motion Pictures, Lawrence & Holloman Productions",0
29152,,0
29153,"Gullane Filmes, TC Filmes",0
29154,"Kaikai Kiki Co., Nishimura Motion Picture Model Makers Group",0
29155,,0
29156,,0
29157,,0
29158,,0
29159,"Metaluna Productions, Tarea Fina, Salta la Liebre",0
29160,Petit Films,0
29161,La Unión de los Ríos,0
29162,,0
29163,,0
29164,El Pampero Cine,0
29165,Fulvia Film,0
29166,,0
29167,"Columbia Pictures Corporation, Chroma III Productions",0
29168,"Atlantik Film, Imaj",0
29169,Robert P. Marcucci Productions,0
29170,Istisnai Filmler ve Reklamlar (IFR),0
29171,,0
29172,,0
29173,Imaj Entertainment,0
29174,Troya Film,0
29175,Ugur Film,0
29176,,0
29177,,0
29178,"Ambi Pictures, Hammerton Productions",0
29179,"Bandai Visual Company, Kinoshita Komuten, Toei Company, TV Asahi, Watanabe Entertainment, SBI Holdings, Broadmedia Studios, Asatsu-DK, Yoshidamasaki",0
29180,"Crown International Pictures, Marimark Productions",14100000
29181,"Warner Bros., Serious Entertainment",0
29182,United Artists,0
29183,,0
29184,,0
29185,Marimark Productions,0
29186,Busterburger Limited Partnership,0
29187,Mount Olympus Productions,0
29188,"Concorde Pictures, Trinity Pictures",0
29189,"Nu Image Films, Mad Chance, Millennium Films, Demitri Samaha Productions",0
29190,,0
29191,,0
29192,The Königsberg Company,0
29193,,235262
29194,,0
29195,Filmové Studio Barrandov,0
29196,Starstream Entertainment,0
29197,,0
29198,,0
29199,Highroad,0
29200,,0
29201,"Borderline Productions Ltd., Telefilm Canada, Canadian Broadcasting Corporation (CBC), Peter O'Brien Independent Pictures",0
29202,,0
29203,,0
29204,,0
29205,,0
29206,,0
29207,,0
29208,,0
29209,,0
29210,"Aardman Animations, Studio Canal, Anton Capital Entertainment (ACE)",59700000
29211,"Paper Street Films, Bad Robot, Park Pictures, KGB Media",1430655
29212,Paradise Group,0
29213,"Romax, Wescom",0
29214,,0
29215,Limelight Productions,0
29216,Southwest Motion Pictures,0
29217,Check Productions,0
29218,,0
29219,Madeleine Films,0
29220,NBC Productions,0
29221,,0
29222,Cascade Films,0
29223,Paramount Pictures,0
29224,,0
29225,"NBC, Fries/Schultz Film Group",0
29226,Crown International Pictures,0
29227,"Filmways Pictures, Godmother Productions",0
29228,,0
29229,,0
29230,Filmauro,0
29231,"CJ Entertainment, Lotte Entertainment, Luka Productions, Route One Entertainment, Sovik Global Contents Fund, Channel A, DMM.com, Maeil Broadcasting Network",3643591
29232,Emperor Motion Pictures,0
29233,Fandango,0
29234,,0
29235,,0
29236,"Blumhouse Productions, Hit the Ground Running Films",0
29237,Run Rabbit Run Media,0
29238,Crown International Pictures,0
29239,Rodeo,0
29240,,0
29241,"Warner Bros. Animation, DC Entertainment",0
29242,,0
29243,"Gaumont, M6 Films, Les films du cap",0
29244,Bill Plympton Studios,0
29245,Scary Pictures Productions,0
29246,,0
29247,Hill/Mandelker Films,0
29248,,0
29249,,0
29250,Rosa Filmes,0
29251,"Warner Bros., Zoetrope Studios, Fifteen",0
29252,,0
29253,,0
29254,,0
29255,,0
29256,,0
29257,Columbia Pictures Corporation,0
29258,,0
29259,,0
29260,,0
29261,"BBC Films, Origin Pictures",61619773
29262,"Grand National Pictures, Moviestore Entertainment",0
29263,Production Center of Andrei Konchalovsky,0
29264,,4635143
29265,,0
29266,,0
29267,,0
29268,FatFree Films,0
29269,Zweites Deutsches Fernsehen (ZDF),0
29270,"Olga Film GmbH, ZDF",0
29271,New Wave Entertainment,0
29272,New Wave Entertainment Television,0
29273,"Gaumont, Quad Productions, Ten Films",151530
29274,"Touchstone Television, ABC Video Enterprises",0
29275,,0
29276,Talent Television,0
29277,"Kabuli Film, Ariroad",0
29278,Gruskoff-Venture-Linson,0
29279,"Kilburn Media, A24",0
29280,"CNC, France Télévisions, TV5 Monde, Radio Télévision Suisse (RTS), M.F.P.",0
29281,,0
29282,,0
29283,"Scott Free Productions, Dune Films",0
29284,Warner Bros.,0
29285,,0
29286,,0
29287,Hollytubs,0
29288,Spectrum Cinema Productions,0
29289,,0
29290,Konigsberg/Sanitsky Company,0
29291,,0
29292,Spectacular Trading International,0
29293,Silver Films,0
29294,,0
29295,Hickmar Productions,0
29296,,0
29297,Vista Street Entertainment,0
29298,"Alimar Productions, Thunder Pictures",0
29299,Surf's Up,0
29300,,0
29301,Panorama,0
29302,American International Pictures (AIP),0
29303,,0
29304,,0
29305,"Troika Pictures, Amasia Entertainment, Coup d'Etat Films",0
29306,TriStar Pictures,0
29307,Manfred Guthe,0
29308,Atlantic Releasing Corporation,0
29309,Romax Productions,0
29310,CN Film,6500000
29311,,0
29312,,0
29313,Parva Cinematografica,0
29314,,0
29315,"Channel Four Films, Scottish Arts Council Lottery Fund, Young Lake",0
29316,,0
29317,"Merlin Productions, TF1",0
29318,Warner Bros.,0
29319,"Rome Paris Films, Producciones Benito Perojo",0
29320,"Téléfilm Canada, CTV Television Network, Filmline Productions",0
29321,,0
29322,"Summer Release, Green Griffin",0
29323,"Cannon Films, Golan-Globus Productions",0
29324,"Eficine 226, Beanca Films, Fondo de Inversión y Estímulos al Cine (FIDECINE), MPN Cologne Film 3",0
29325,,0
29326,,0
29327,"Jadran Film, Sofracima, Cloverleaf",0
29328,"Paramount Pictures, Lorimar Film Entertainment, Resource Films, Fiducial Resource Industrial",0
29329,,0
29330,,0
29331,Hallmark Hall of Fame Productions,0
29332,Elías Querejeta P.C.,0
29333,Martin Chase Productions,0
29334,,0
29335,"New Horizons, Roger Corman Productions, Chroma III Productions, T&A Productions",0
29336,"Playboy Entertainment Group, Entertainment Events",0
